kepid,ra,ra_err,dec,dec_err,ra_str,dec_str,kepoi_name,kepler_name,alt_name,tm_designation,koi_list_flag,last_update
10843590,282.460510,0.000000,48.257118,0.000000,18h49m50.52s,+48d15m25.6s,K00431.02,Kepler-153 c,Kepler-153 c,2MASS J18495052+4815256,YES,2014-02-26
11709124,289.780520,0.000000,49.896530,0.000000,19h19m07.32s,+49d53m47.5s,K00435.03,Kepler-154 b,Kepler-154 b,2MASS J19190732+4953475,YES,2014-02-26
11709124,289.780520,0.000000,49.896530,0.000000,19h19m07.32s,+49d53m47.5s,K00435.05,Kepler-154 c,Kepler-154 c,2MASS J19190732+4953475,YES,2014-02-26
12302530,288.495820,0.000000,51.081940,0.000000,19h13m59.00s,+51d04m55.0s,K00438.01,Kepler-155 b,Kepler-155 b,2MASS J19135899+5104550,YES,2014-02-26
12302530,288.495820,0.000000,51.081940,0.000000,19h13m59.00s,+51d04m55.0s,K00438.02,Kepler-155 c,Kepler-155 c,2MASS J19135899+5104550,YES,2014-02-26
2438264,290.296510,0.000000,37.749489,0.000000,19h21m11.16s,+37d44m58.2s,K00440.02,Kepler-156 b,Kepler-156 b,2MASS J19211116+3744581,YES,2014-02-26
2438264,290.296510,0.000000,37.749489,0.000000,19h21m11.16s,+37d44m58.2s,K00440.01,Kepler-156 c,Kepler-156 c,2MASS J19211116+3744581,YES,2014-02-26
3745690,291.097230,0.000000,38.875610,0.000000,19h24m23.34s,+38d52m32.2s,K00442.02,Kepler-157 b,Kepler-157 b,2MASS J19242333+3852321,YES,2014-02-26
3745690,291.097230,0.000000,38.875610,0.000000,19h24m23.34s,+38d52m32.2s,K00442.01,Kepler-157 c,Kepler-157 c,2MASS J19242333+3852321,YES,2014-02-26
4633570,284.032230,0.000000,39.781330,0.000000,18h56m07.74s,+39d46m52.8s,K00446.01,Kepler-158 b,Kepler-158 b,2MASS J18560773+3946527,YES,2014-02-26
4633570,284.032230,0.000000,39.781330,0.000000,18h56m07.74s,+39d46m52.8s,K00446.02,Kepler-158 c,Kepler-158 c,2MASS J18560773+3946527,YES,2014-02-26
5640085,297.070160,0.000000,40.868790,0.000000,19h48m16.84s,+40d52m07.6s,K00448.01,Kepler-159 b,Kepler-159 b,2MASS J19481684+4052076,YES,2014-02-26
5640085,297.070160,0.000000,40.868790,0.000000,19h48m16.84s,+40d52m07.6s,K00448.02,Kepler-159 c,Kepler-159 c,2MASS J19481684+4052076,YES,2014-02-26
7269974,287.773560,0.000000,42.869282,0.000000,19h11m05.65s,+42d52m09.4s,K00456.02,Kepler-160 b,Kepler-160 b,2MASS J19110565+4252094,YES,2014-02-26
7269974,287.773560,0.000000,42.869282,0.000000,19h11m05.65s,+42d52m09.4s,K00456.01,Kepler-160 c,Kepler-160 c,2MASS J19110565+4252094,YES,2014-02-26
7440748,290.516480,0.000000,43.083820,0.000000,19h22m03.96s,+43d05m01.8s,K00457.01,Kepler-161 b,Kepler-161 b,2MASS J19220395+4305017,YES,2014-02-26
7440748,290.516480,0.000000,43.083820,0.000000,19h22m03.96s,+43d05m01.8s,K00457.02,Kepler-161 c,Kepler-161 c,2MASS J19220395+4305017,YES,2014-02-26
7977197,297.278900,0.000000,43.724018,0.000000,19h49m06.94s,+43d43m26.5s,K00459.02,Kepler-162 b,Kepler-162 b,2MASS J19490693+4343264,YES,2014-02-26
7977197,297.278900,0.000000,43.724018,0.000000,19h49m06.94s,+43d43m26.5s,K00459.01,Kepler-162 c,Kepler-162 c,2MASS J19490693+4343264,YES,2014-02-26
10019643,295.002810,0.000000,46.987331,0.000000,19h40m00.67s,+46d59m14.4s,K00471.02,Kepler-163 b,Kepler-163 b,2MASS J19400067+4659143,YES,2014-02-26
10019643,295.002810,0.000000,46.987331,0.000000,19h40m00.67s,+46d59m14.4s,K00471.01,Kepler-163 c,Kepler-163 c,2MASS J19400067+4659143,YES,2014-02-26
10460984,287.780850,0.000000,47.629910,0.000000,19h11m07.40s,+47d37m47.7s,K00474.04,Kepler-164 b,Kepler-164 b,2MASS J19110739+4737476,YES,2014-02-26
10460984,287.780850,0.000000,47.629910,0.000000,19h11m07.40s,+47d37m47.7s,K00474.01,Kepler-164 c,Kepler-164 c,2MASS J19110739+4737476,YES,2014-02-26
10460984,287.780850,0.000000,47.629910,0.000000,19h11m07.40s,+47d37m47.7s,K00474.02,Kepler-164 d,Kepler-164 d,2MASS J19110739+4737476,YES,2014-02-26
10577994,280.691010,0.000000,47.809738,0.000000,18h42m45.84s,+47d48m35.1s,K00475.01,Kepler-165 b,Kepler-165 b,2MASS J18424584+4748350,YES,2014-02-26
10577994,280.691010,0.000000,47.809738,0.000000,18h42m45.84s,+47d48m35.1s,K00475.02,Kepler-165 c,Kepler-165 c,2MASS J18424584+4748350,YES,2014-02-26
11192998,293.160160,0.000000,48.881191,0.000000,19h32m38.44s,+48d52m52.3s,K00481.01,Kepler-166 b,Kepler-166 b,2MASS J19323844+4852522,YES,2014-02-26
11192998,293.160160,0.000000,48.881191,0.000000,19h32m38.44s,+48d52m52.3s,K00481.03,Kepler-166 c,Kepler-166 c,2MASS J19323844+4852522,YES,2014-02-26
3239945,292.658420,0.000000,38.345390,0.000000,19h30m38.02s,+38d20m43.4s,K00490.01,Kepler-167 b,Kepler-167 b,2MASS J19303802+3820434,YES,2014-02-26
3239945,292.658420,0.000000,38.345390,0.000000,19h30m38.02s,+38d20m43.4s,K00490.03,Kepler-167 c,Kepler-167 c,2MASS J19303802+3820434,YES,2014-02-26
4757437,294.710170,0.000000,39.825100,0.000000,19h38m50.44s,+39d49m30.4s,K00497.02,Kepler-168 b,Kepler-168 b,2MASS J19385044+3949303,YES,2014-02-26
4757437,294.710170,0.000000,39.825100,0.000000,19h38m50.44s,+39d49m30.4s,K00497.01,Kepler-168 c,Kepler-168 c,2MASS J19385044+3949303,YES,2014-02-26
5689351,285.999880,0.000000,40.919319,0.000000,19h03m59.97s,+40d55m09.5s,K00505.03,Kepler-169 b,Kepler-169 b,2MASS J19035997+4055095,YES,2014-02-26
5689351,285.999880,0.000000,40.919319,0.000000,19h03m59.97s,+40d55m09.5s,K00505.02,Kepler-169 c,Kepler-169 c,2MASS J19035997+4055095,YES,2014-02-26
5689351,285.999880,0.000000,40.919319,0.000000,19h03m59.97s,+40d55m09.5s,K00505.04,Kepler-169 d,Kepler-169 d,2MASS J19035997+4055095,YES,2014-02-26
5689351,285.999880,0.000000,40.919319,0.000000,19h03m59.97s,+40d55m09.5s,K00505.01,Kepler-169 e,Kepler-169 e,2MASS J19035997+4055095,YES,2014-02-26
5689351,285.999880,0.000000,40.919319,0.000000,19h03m59.97s,+40d55m09.5s,K00505.05,Kepler-169 f,Kepler-169 f,2MASS J19035997+4055095,YES,2014-02-26
6266741,284.521180,0.000000,41.629601,0.000000,18h58m05.08s,+41d37m46.6s,K00508.01,Kepler-170 b,Kepler-170 b,2MASS J18580508+4137465,YES,2014-02-26
6266741,284.521180,0.000000,41.629601,0.000000,18h58m05.08s,+41d37m46.6s,K00508.02,Kepler-170 c,Kepler-170 c,2MASS J18580508+4137465,YES,2014-02-26
6381846,296.771910,0.000000,41.755539,0.000000,19h47m05.26s,+41d45m19.9s,K00509.01,Kepler-171 b,Kepler-171 b,2MASS J19470525+4145199,YES,2014-02-26
6381846,296.771910,0.000000,41.755539,0.000000,19h47m05.26s,+41d45m19.9s,K00509.02,Kepler-171 c,Kepler-171 c,2MASS J19470525+4145199,YES,2014-02-26
6381846,296.771910,0.000000,41.755539,0.000000,19h47m05.26s,+41d45m19.9s,K00509.03,Kepler-171 d,Kepler-171 d,2MASS J19470525+4145199,YES,2014-02-26
6422155,283.368410,0.000000,41.821861,0.000000,18h53m28.42s,+41d49m18.7s,K00510.01,Kepler-172 b,Kepler-172 b,2MASS J18532841+4149186,YES,2014-02-26
6422155,283.368410,0.000000,41.821861,0.000000,18h53m28.42s,+41d49m18.7s,K00510.02,Kepler-172 c,Kepler-172 c,2MASS J18532841+4149186,YES,2014-02-26
6422155,283.368410,0.000000,41.821861,0.000000,18h53m28.42s,+41d49m18.7s,K00510.03,Kepler-172 d,Kepler-172 d,2MASS J18532841+4149186,YES,2014-02-26
6422155,283.368410,0.000000,41.821861,0.000000,18h53m28.42s,+41d49m18.7s,K00510.04,Kepler-172 e,Kepler-172 e,2MASS J18532841+4149186,YES,2014-02-26
6451936,294.646700,0.000000,41.884109,0.000000,19h38m35.21s,+41d53m02.8s,K00511.02,Kepler-173 b,Kepler-173 b,2MASS J19383520+4153027,YES,2014-02-26
6451936,294.646700,0.000000,41.884109,0.000000,19h38m35.21s,+41d53m02.8s,K00511.01,Kepler-173 c,Kepler-173 c,2MASS J19383520+4153027,YES,2014-02-26
8017703,287.439180,0.000000,43.832088,0.000000,19h09m45.40s,+43d49m55.5s,K00518.01,Kepler-174 b,Kepler-174 b,2MASS J19094540+4349555,YES,2014-02-26
8017703,287.439180,0.000000,43.832088,0.000000,19h09m45.40s,+43d49m55.5s,K00518.02,Kepler-174 c,Kepler-174 c,2MASS J19094540+4349555,YES,2014-02-26
8017703,287.439180,0.000000,43.832088,0.000000,19h09m45.40s,+43d49m55.5s,K00518.03,Kepler-174 d,Kepler-174 d,2MASS J19094540+4349555,YES,2014-02-26
8022244,289.553280,0.000000,43.876179,0.000000,19h18m12.79s,+43d52m34.2s,K00519.01,Kepler-175 b,Kepler-175 b,2MASS J19181278+4352342,YES,2014-02-26
8022244,289.553280,0.000000,43.876179,0.000000,19h18m12.79s,+43d52m34.2s,K00519.02,Kepler-175 c,Kepler-175 c,2MASS J19181278+4352342,YES,2014-02-26
8037145,294.667970,0.000000,43.853260,0.000000,19h38m40.31s,+43d51m11.7s,K00520.02,Kepler-176 b,Kepler-176 b,2MASS J19384031+4351117,YES,2014-02-26
8037145,294.667970,0.000000,43.853260,0.000000,19h38m40.31s,+43d51m11.7s,K00520.01,Kepler-176 c,Kepler-176 c,2MASS J19384031+4351117,YES,2014-02-26
7918992,299.785460,0.000000,43.670750,0.000000,19h59m08.51s,+43d40m14.7s,K02095.01,Kepler-1091 b,Kepler-1091 b,2MASS J19590851+4340147,YES,2016-05-10
6105462,284.978000,0.000000,41.420158,0.000000,18h59m54.72s,+41d25m12.6s,K02098.02,Kepler-1093 c,Kepler-1093 c,2MASS J18595472+4125125,YES,2016-05-10
8037145,294.667970,0.000000,43.853260,0.000000,19h38m40.31s,+43d51m11.7s,K00520.03,Kepler-176 d,Kepler-176 d,2MASS J19384031+4351117,YES,2014-02-26
9941859,287.101100,0.000000,46.896481,0.000000,19h08m24.26s,+46d53m47.3s,K00528.01,Kepler-178 b,Kepler-178 b,2MASS J19082426+4653473,YES,2014-02-26
9941859,287.101100,0.000000,46.896481,0.000000,19h08m24.26s,+46d53m47.3s,K00528.03,Kepler-178 c,Kepler-178 c,2MASS J19082426+4653473,YES,2014-02-26
9941859,287.101100,0.000000,46.896481,0.000000,19h08m24.26s,+46d53m47.3s,K00528.02,Kepler-178 d,Kepler-178 d,2MASS J19082426+4653473,YES,2014-02-26
10554999,298.663730,0.000000,47.762039,0.000000,19h54m39.30s,+47d45m43.3s,K00534.02,Kepler-179 b,Kepler-179 b,2MASS J19543929+4745433,YES,2014-02-26
10554999,298.663730,0.000000,47.762039,0.000000,19h54m39.30s,+47d45m43.3s,K00534.01,Kepler-179 c,Kepler-179 c,2MASS J19543929+4745433,YES,2014-02-26
11669239,295.571350,0.000000,49.774578,0.000000,19h42m17.12s,+49d46m28.5s,K00542.02,Kepler-180 b,Kepler-180 b,2MASS J19421712+4946285,YES,2014-02-26
11669239,295.571350,0.000000,49.774578,0.000000,19h42m17.12s,+49d46m28.5s,K00542.01,Kepler-180 c,Kepler-180 c,2MASS J19421712+4946285,YES,2014-02-26
11823054,296.151400,0.000000,50.095810,0.000000,19h44m36.34s,+50d05m44.9s,K00543.02,Kepler-181 b,Kepler-181 b,2MASS J19443633+5005449,YES,2014-02-26
11823054,296.151400,0.000000,50.095810,0.000000,19h44m36.34s,+50d05m44.9s,K00543.01,Kepler-181 c,Kepler-181 c,2MASS J19443633+5005449,YES,2014-02-26
12058931,289.830110,0.000000,50.586239,0.000000,19h19m19.23s,+50d35m10.5s,K00546.02,Kepler-182 b,Kepler-182 b,2MASS J19191922+5035104,YES,2014-02-26
12058931,289.830110,0.000000,50.586239,0.000000,19h19m19.23s,+50d35m10.5s,K00546.01,Kepler-182 c,Kepler-182 c,2MASS J19191922+5035104,YES,2014-02-26
4270253,293.530850,0.000000,39.315891,0.000000,19h34m07.40s,+39d18m57.2s,K00551.02,Kepler-183 b,Kepler-183 b,2MASS J19340740+3918572,YES,2014-02-26
4270253,293.530850,0.000000,39.315891,0.000000,19h34m07.40s,+39d18m57.2s,K00551.01,Kepler-183 c,Kepler-183 c,2MASS J19340740+3918572,YES,2014-02-26
7445445,291.951900,0.000000,43.074711,0.000000,19h27m48.46s,+43d04m29.0s,K00567.01,Kepler-184 b,Kepler-184 b,2MASS J19274845+4304289,YES,2014-02-26
7445445,291.951900,0.000000,43.074711,0.000000,19h27m48.46s,+43d04m29.0s,K00567.02,Kepler-184 c,Kepler-184 c,2MASS J19274845+4304289,YES,2014-02-26
7445445,291.951900,0.000000,43.074711,0.000000,19h27m48.46s,+43d04m29.0s,K00567.03,Kepler-184 d,Kepler-184 d,2MASS J19274845+4304289,YES,2014-02-26
8008206,282.468110,0.000000,43.889912,0.000000,18h49m52.35s,+43d53m23.7s,K00569.02,Kepler-185 b,Kepler-185 b,2MASS J18495234+4353236,YES,2014-02-26
8008206,282.468110,0.000000,43.889912,0.000000,18h49m52.35s,+43d53m23.7s,K00569.01,Kepler-185 c,Kepler-185 c,2MASS J18495234+4353236,YES,2014-02-26
8120608,298.652710,0.000000,43.955021,0.000000,19h54m36.65s,+43d57m18.1s,K00571.03,Kepler-186 b,Kepler-186 b,2MASS J19543665+4357180,YES,2014-02-26
8120608,298.652710,0.000000,43.955021,0.000000,19h54m36.65s,+43d57m18.1s,K00571.01,Kepler-186 c,Kepler-186 c,2MASS J19543665+4357180,YES,2014-02-26
8120608,298.652710,0.000000,43.955021,0.000000,19h54m36.65s,+43d57m18.1s,K00571.02,Kepler-186 d,Kepler-186 d,2MASS J19543665+4357180,YES,2014-02-26
8120608,298.652710,0.000000,43.955021,0.000000,19h54m36.65s,+43d57m18.1s,K00571.04,Kepler-186 e,Kepler-186 e,2MASS J19543665+4357180,YES,2014-02-26
8193178,299.796450,0.000000,44.089310,0.000000,19h59m11.15s,+44d05m21.5s,K00572.02,Kepler-187 b,Kepler-187 b,2MASS J19591114+4405215,YES,2014-02-26
8193178,299.796450,0.000000,44.089310,0.000000,19h59m11.15s,+44d05m21.5s,K00572.01,Kepler-187 c,Kepler-187 c,2MASS J19591114+4405215,YES,2014-02-26
8344004,281.279720,0.000000,44.315529,0.000000,18h45m07.13s,+44d18m55.9s,K00573.02,Kepler-188 b,Kepler-188 b,2MASS J18450713+4418559,YES,2014-02-26
8344004,281.279720,0.000000,44.315529,0.000000,18h45m07.13s,+44d18m55.9s,K00573.01,Kepler-188 c,Kepler-188 c,2MASS J18450713+4418559,YES,2014-02-26
8355239,287.564730,0.000000,44.305000,0.000000,19h10m15.54s,+44d18m18.0s,K00574.02,Kepler-189 b,Kepler-189 b,2MASS J19101553+4418180,YES,2014-02-26
8355239,287.564730,0.000000,44.305000,0.000000,19h10m15.54s,+44d18m18.0s,K00574.01,Kepler-189 c,Kepler-189 c,2MASS J19101553+4418180,YES,2014-02-26
8616637,288.584050,0.000000,44.733799,0.000000,19h14m20.17s,+44d44m01.7s,K00579.01,Kepler-190 b,Kepler-190 b,2MASS J19142016+4444016,YES,2014-02-26
8616637,288.584050,0.000000,44.733799,0.000000,19h14m20.17s,+44d44m01.7s,K00579.02,Kepler-190 c,Kepler-190 c,2MASS J19142016+4444016,YES,2014-02-26
9020160,291.183380,0.000000,45.323170,0.000000,19h24m44.01s,+45d19m23.4s,K00582.03,Kepler-191 b,Kepler-191 b,2MASS J19244401+4519234,YES,2014-02-26
9020160,291.183380,0.000000,45.323170,0.000000,19h24m44.01s,+45d19m23.4s,K00582.02,Kepler-191 c,Kepler-191 c,2MASS J19244401+4519234,YES,2014-02-26
9146018,287.917910,0.000000,45.592869,0.000000,19h11m40.30s,+45d35m34.3s,K00584.01,Kepler-192 b,Kepler-192 b,2MASS J19114030+4535343,YES,2014-02-26
9146018,287.917910,0.000000,45.592869,0.000000,19h11m40.30s,+45d35m34.3s,K00584.02,Kepler-192 c,Kepler-192 c,2MASS J19114030+4535343,YES,2014-02-26
9782691,296.498600,0.000000,46.577240,0.000000,19h45m59.66s,+46d34m38.1s,K00590.01,Kepler-193 b,Kepler-193 b,2MASS J19455966+4634380,YES,2014-02-26
9782691,296.498600,0.000000,46.577240,0.000000,19h45m59.66s,+46d34m38.1s,K00590.02,Kepler-193 c,Kepler-193 c,2MASS J19455966+4634380,YES,2014-02-26
10600261,291.971440,0.000000,47.864170,0.000000,19h27m53.15s,+47d51m51.0s,K00597.02,Kepler-194 b,Kepler-194 b,2MASS J19275314+4751510,YES,2014-02-26
10600261,291.971440,0.000000,47.864170,0.000000,19h27m53.15s,+47d51m51.0s,K00597.01,Kepler-194 c,Kepler-194 c,2MASS J19275314+4751510,YES,2014-02-26
10600261,291.971440,0.000000,47.864170,0.000000,19h27m53.15s,+47d51m51.0s,K00597.03,Kepler-194 d,Kepler-194 d,2MASS J19275314+4751510,YES,2014-02-26
10656823,288.120970,0.000000,47.966671,0.000000,19h12m29.03s,+47d58m00.0s,K00598.01,Kepler-195 b,Kepler-195 b,2MASS J19122903+4758000,YES,2014-02-26
10656823,288.120970,0.000000,47.966671,0.000000,19h12m29.03s,+47d58m00.0s,K00598.02,Kepler-195 c,Kepler-195 c,2MASS J19122903+4758000,YES,2014-02-26
6587002,284.968510,0.000000,42.079201,0.000000,18h59m52.44s,+42d04m45.1s,K00612.01,Kepler-196 b,Kepler-196 b,2MASS J18595244+4204451,YES,2014-02-26
6587002,284.968510,0.000000,42.079201,0.000000,18h59m52.44s,+42d04m45.1s,K00612.02,Kepler-196 c,Kepler-196 c,2MASS J18595244+4204451,YES,2014-02-26
12068975,295.226440,0.000000,50.558979,0.000000,19h40m54.35s,+50d33m32.3s,K00623.03,Kepler-197 b,Kepler-197 b,2MASS J19405434+5033323,YES,2014-02-26
12068975,295.226440,0.000000,50.558979,0.000000,19h40m54.35s,+50d33m32.3s,K00623.01,Kepler-197 c,Kepler-197 c,2MASS J19405434+5033323,YES,2014-02-26
12068975,295.226440,0.000000,50.558979,0.000000,19h40m54.35s,+50d33m32.3s,K00623.02,Kepler-197 d,Kepler-197 d,2MASS J19405434+5033323,YES,2014-02-26
12068975,295.226440,0.000000,50.558979,0.000000,19h40m54.35s,+50d33m32.3s,K00623.04,Kepler-197 e,Kepler-197 e,2MASS J19405434+5033323,YES,2014-02-26
3541946,290.673130,0.000000,38.691010,0.000000,19h22m41.55s,+38d41m27.6s,K00624.01,Kepler-198 b,Kepler-198 b,2MASS J19224155+3841276,YES,2014-02-26
3541946,290.673130,0.000000,38.691010,0.000000,19h22m41.55s,+38d41m27.6s,K00624.02,Kepler-198 c,Kepler-198 c,2MASS J19224155+3841276,YES,2014-02-26
5113822,295.559420,0.000000,40.236271,0.000000,19h42m14.26s,+40d14m10.6s,K00638.01,Kepler-199 b,Kepler-199 b,2MASS J19421426+4014105,YES,2014-02-26
5113822,295.559420,0.000000,40.236271,0.000000,19h42m14.26s,+40d14m10.6s,K00638.02,Kepler-199 c,Kepler-199 c,2MASS J19421426+4014105,YES,2014-02-26
5941160,284.409910,0.000000,41.237461,0.000000,18h57m38.38s,+41d14m14.9s,K00654.01,Kepler-200 b,Kepler-200 b,2MASS J18573837+4114148,YES,2014-02-26
5941160,284.409910,0.000000,41.237461,0.000000,18h57m38.38s,+41d14m14.9s,K00654.02,Kepler-200 c,Kepler-200 c,2MASS J18573837+4114148,YES,2014-02-26
5966154,293.626040,0.000000,41.272820,0.000000,19h34m30.25s,+41d16m22.2s,K00655.01,Kepler-201 b,Kepler-201 b,2MASS J19343024+4116221,YES,2014-02-26
5966154,293.626040,0.000000,41.272820,0.000000,19h34m30.25s,+41d16m22.2s,K00655.02,Kepler-201 c,Kepler-201 c,2MASS J19343024+4116221,YES,2014-02-26
6020753,282.973420,0.000000,41.322010,0.000000,18h51m53.62s,+41d19m19.2s,K00657.01,Kepler-202 b,Kepler-202 b,2MASS J18515362+4119192,YES,2014-02-26
6020753,282.973420,0.000000,41.322010,0.000000,18h51m53.62s,+41d19m19.2s,K00657.02,Kepler-202 c,Kepler-202 c,2MASS J18515362+4119192,YES,2014-02-26
6062088,297.090000,0.000000,41.388031,0.000000,19h48m21.60s,+41d23m16.9s,K00658.01,Kepler-203 b,Kepler-203 b,2MASS J19482159+4123169,YES,2014-02-26
6062088,297.090000,0.000000,41.388031,0.000000,19h48m21.60s,+41d23m16.9s,K00658.02,Kepler-203 c,Kepler-203 c,2MASS J19482159+4123169,YES,2014-02-26
6062088,297.090000,0.000000,41.388031,0.000000,19h48m21.60s,+41d23m16.9s,K00658.03,Kepler-203 d,Kepler-203 d,2MASS J19482159+4123169,YES,2014-02-26
7620413,295.502690,0.000000,43.232792,0.000000,19h42m00.65s,+43d13m58.1s,K02103.01,Kepler-1098 b,Kepler-1098 b,2MASS J19420064+4313580,YES,2016-05-10
4262581,291.646240,0.000000,39.396629,0.000000,19h26m35.10s,+39d23m47.9s,K02122.01,Kepler-1109 b,Kepler-1109 b,2MASS J19263509+3923478,YES,2016-05-10
5446285,291.148070,0.000000,40.669399,0.000000,19h24m35.54s,+40d40m09.8s,,Kepler-88 d,Kepler-88 d,2MASS J19243554+4040098,NO,2020-07-09
10748390,297.709350,0.000000,48.080853,0.000000,19h50m50.24s,+48d04m51.1s,,Kepler-3 c,HAT-P-11 c,2MASS J19505021+4804508,NO,2018-06-21
6347299,285.347200,0.000000,41.761921,0.000000,19h01m23.33s,+41d45m42.9s,K00661.01,Kepler-204 b,Kepler-204 b,2MASS J19012332+4145429,YES,2014-02-26
6347299,285.347200,0.000000,41.761921,0.000000,19h01m23.33s,+41d45m42.9s,K00661.02,Kepler-204 c,Kepler-204 c,2MASS J19012332+4145429,YES,2014-02-26
6425957,285.287110,0.000000,41.861172,0.000000,19h01m08.91s,+41d51m40.2s,K00663.01,Kepler-205 b,Kepler-205 b,2MASS J19010890+4151402,YES,2014-02-26
6425957,285.287110,0.000000,41.861172,0.000000,19h01m08.91s,+41d51m40.2s,K00663.02,Kepler-205 c,Kepler-205 c,2MASS J19010890+4151402,YES,2014-02-26
6442340,291.634670,0.000000,41.833858,0.000000,19h26m32.32s,+41d50m01.9s,K00664.02,Kepler-206 b,Kepler-206 b,2MASS J19263232+4150019,YES,2014-02-26
6442340,291.634670,0.000000,41.833858,0.000000,19h26m32.32s,+41d50m01.9s,K00664.01,Kepler-206 c,Kepler-206 c,2MASS J19263232+4150019,YES,2014-02-26
6442340,291.634670,0.000000,41.833858,0.000000,19h26m32.32s,+41d50m01.9s,K00664.03,Kepler-206 d,Kepler-206 d,2MASS J19263232+4150019,YES,2014-02-26
6685609,290.030520,0.000000,42.166050,0.000000,19h20m07.32s,+42d09m57.8s,K00665.02,Kepler-207 b,Kepler-207 b,2MASS J19200732+4209577,YES,2014-02-26
6685609,290.030520,0.000000,42.166050,0.000000,19h20m07.32s,+42d09m57.8s,K00665.03,Kepler-207 c,Kepler-207 c,2MASS J19200732+4209577,YES,2014-02-26
6685609,290.030520,0.000000,42.166050,0.000000,19h20m07.32s,+42d09m57.8s,K00665.01,Kepler-207 d,Kepler-207 d,2MASS J19200732+4209577,YES,2014-02-26
7040629,293.890200,0.000000,42.527966,0.000000,19h35m33.65s,+42d31m40.7s,K00671.01,Kepler-208 b,Kepler-208 b,2MASS J19353364+4231408,YES,2014-02-26
7040629,293.890200,0.000000,42.527966,0.000000,19h35m33.65s,+42d31m40.7s,K00671.02,Kepler-208 c,Kepler-208 c,2MASS J19353364+4231408,YES,2014-02-26
7040629,293.890200,0.000000,42.527966,0.000000,19h35m33.65s,+42d31m40.7s,K00671.04,Kepler-208 d,Kepler-208 d,2MASS J19353364+4231408,YES,2014-02-26
7040629,293.890200,0.000000,42.527966,0.000000,19h35m33.65s,+42d31m40.7s,K00671.03,Kepler-208 e,Kepler-208 e,2MASS J19353364+4231408,YES,2014-02-26
7115785,291.169530,0.000000,42.640808,0.000000,19h24m40.69s,+42d38m26.9s,K00672.01,Kepler-209 b,Kepler-209 b,2MASS J19244068+4238269,YES,2014-02-26
7115785,291.169530,0.000000,42.640808,0.000000,19h24m40.69s,+42d38m26.9s,K00672.02,Kepler-209 c,Kepler-209 c,2MASS J19244068+4238269,YES,2014-02-26
7447200,292.503390,0.000000,43.083149,0.000000,19h30m00.81s,+43d04m59.3s,K00676.02,Kepler-210 b,Kepler-210 b,2MASS J19300081+4304593,YES,2014-02-26
7447200,292.503390,0.000000,43.083149,0.000000,19h30m00.81s,+43d04m59.3s,K00676.01,Kepler-210 c,Kepler-210 c,2MASS J19300081+4304593,YES,2014-02-26
7509886,285.439150,0.000000,43.168480,0.000000,19h01m45.40s,+43d10m06.5s,K00678.02,Kepler-211 b,Kepler-211 b,2MASS J19014539+4310065,YES,2014-02-26
7509886,285.439150,0.000000,43.168480,0.000000,19h01m45.40s,+43d10m06.5s,K00678.01,Kepler-211 c,Kepler-211 c,2MASS J19014539+4310065,YES,2014-02-26
7515212,287.620820,0.000000,43.141647,0.000000,19h10m29.00s,+43d08m29.9s,K00679.02,Kepler-212 b,Kepler-212 b,2MASS J19102900+4308300,YES,2014-02-26
7515212,287.620820,0.000000,43.141647,0.000000,19h10m29.00s,+43d08m29.9s,K00679.01,Kepler-212 c,Kepler-212 c,2MASS J19102900+4308300,YES,2014-02-26
8557374,290.824190,0.000000,44.647179,0.000000,19h23m17.81s,+44d38m49.8s,K00692.01,Kepler-213 b,Kepler-213 b,2MASS J19231780+4438498,YES,2014-02-26
8557374,290.824190,0.000000,44.647179,0.000000,19h23m17.81s,+44d38m49.8s,K00692.02,Kepler-213 c,Kepler-213 c,2MASS J19231780+4438498,YES,2014-02-26
8738735,284.754850,0.000000,44.956032,0.000000,18h59m01.16s,+44d57m21.7s,K00693.02,Kepler-214 b,Kepler-214 b,2MASS J18590116+4457217,YES,2014-02-26
8738735,284.754850,0.000000,44.956032,0.000000,18h59m01.16s,+44d57m21.7s,K00693.01,Kepler-214 c,Kepler-214 c,2MASS J18590116+4457217,YES,2014-02-26
8962094,294.973510,0.000000,45.213692,0.000000,19h39m53.64s,+45d12m49.3s,K00700.02,Kepler-215 b,Kepler-215 b,2MASS J19395364+4512492,YES,2014-02-26
8962094,294.973510,0.000000,45.213692,0.000000,19h39m53.64s,+45d12m49.3s,K00700.03,Kepler-215 c,Kepler-215 c,2MASS J19395364+4512492,YES,2014-02-26
8962094,294.973510,0.000000,45.213692,0.000000,19h39m53.64s,+45d12m49.3s,K00700.01,Kepler-215 d,Kepler-215 d,2MASS J19395364+4512492,YES,2014-02-26
8962094,294.973510,0.000000,45.213692,0.000000,19h39m53.64s,+45d12m49.3s,K00700.04,Kepler-215 e,Kepler-215 e,2MASS J19395364+4512492,YES,2014-02-26
9530945,293.728060,0.000000,46.129150,0.000000,19h34m54.73s,+46d07m44.9s,K00708.02,Kepler-216 b,Kepler-216 b,2MASS J19345473+4607449,YES,2014-02-26
9530945,293.728060,0.000000,46.129150,0.000000,19h34m54.73s,+46d07m44.9s,K00708.01,Kepler-216 c,Kepler-216 c,2MASS J19345473+4607449,YES,2014-02-26
