kepid,ra,ra_err,dec,dec_err,ra_str,dec_str,kepoi_name,kepler_name,alt_name,tm_designation,koi_list_flag,last_update
4914423,288.984560,0.000000,40.064529,0.000000,19h15m56.29s,+40d03m52.3s,K00108.01,Kepler-103 b,Kepler-103 b,2MASS J19155629+4003522,YES,2014-01-06
4914423,288.984560,0.000000,40.064529,0.000000,19h15m56.29s,+40d03m52.3s,K00108.02,Kepler-103 c,Kepler-103 c,2MASS J19155629+4003522,YES,2014-01-06
8395660,300.863980,0.000000,44.337551,0.000000,20h03m27.36s,+44d20m15.2s,K00116.03,Kepler-106 b,Kepler-106 b,2MASS J20032735+4420151,YES,2014-01-06
5094751,290.392730,0.000000,40.284870,0.000000,19h21m34.26s,+40d17m05.5s,K00123.01,Kepler-109 b,Kepler-109 b,2MASS J19213425+4017055,YES,2014-01-06
5735762,299.139220,0.000000,40.949020,0.000000,19h56m33.41s,+40d56m56.5s,K00148.03,Kepler-48 d,Kepler-48 d,2MASS J19563341+4056564,YES,2014-01-06
12252424,287.997890,0.000000,50.944328,0.000000,19h11m59.49s,+50d56m39.6s,K00153.02,Kepler-113 b,Kepler-113 b,2MASS J19115949+5056395,YES,2014-01-06
5383248,297.069610,0.000000,40.525131,0.000000,19h48m16.71s,+40d31m30.5s,K00261.01,Kepler-96 b,Kepler-96 b,2MASS J19481670+4031304,YES,2014-01-06
2692377,285.661650,0.000000,37.964500,0.000000,19h02m38.80s,+37d57m52.2s,K00299.01,Kepler-98 b,Kepler-98 b,2MASS J19023879+3757522,YES,2014-01-06
9955598,293.679200,0.000000,46.852760,0.000000,19h34m43.01s,+46d51m09.9s,K01925.01,Kepler-409 b,Kepler-409 b,2MASS J19344300+4651099,YES,2014-01-06
11600889,286.036350,0.000000,49.614510,0.000000,19h04m08.72s,+49d36m52.2s,K01442.01,Kepler-407 b,Kepler-407 b,2MASS J19040872+4936522,YES,2014-01-06
10963065,284.786190,0.000000,48.423229,0.000000,18h59m08.69s,+48d25m23.6s,K01612.01,Kepler-408 b,Kepler-408 b,2MASS J18590868+4825236,YES,2014-01-06
3544595,291.418300,0.000000,38.672359,0.000000,19h25m40.39s,+38d40m20.5s,K00069.01,Kepler-93 b,Kepler-93 b,2MASS J19254039+3840204,YES,2014-01-06
8349582,284.482450,0.000000,44.398041,0.000000,18h57m55.79s,+44d23m52.9s,K00122.01,Kepler-95 b,Kepler-95 b,2MASS J18575579+4423529,YES,2014-01-06
5695396,288.530820,0.000000,40.942299,0.000000,19h14m07.40s,+40d56m32.3s,K00283.01,Kepler-131 b,Kepler-131 b,2MASS J19140739+4056322,YES,2014-01-06
6521045,291.385990,0.000000,41.990269,0.000000,19h25m32.64s,+41d59m25.0s,K00041.03,Kepler-100 d,Kepler-100 d,2MASS J19253263+4159249,YES,2014-01-06
5695396,288.530820,0.000000,40.942299,0.000000,19h14m07.40s,+40d56m32.3s,K00283.02,Kepler-131 c,Kepler-131 c,2MASS J19140739+4056322,YES,2014-01-06
8395660,300.863980,0.000000,44.337551,0.000000,20h03m27.36s,+44d20m15.2s,K00116.02,Kepler-106 e,Kepler-106 e,2MASS J20032735+4420151,YES,2014-01-06
12252424,287.997890,0.000000,50.944328,0.000000,19h11m59.49s,+50d56m39.6s,K00153.01,Kepler-113 c,Kepler-113 c,2MASS J19115949+5056395,YES,2014-01-06
8395660,300.863980,0.000000,44.337551,0.000000,20h03m27.36s,+44d20m15.2s,K00116.04,Kepler-106 d,Kepler-106 d,2MASS J20032735+4420151,YES,2014-01-06
5094751,290.392730,0.000000,40.284870,0.000000,19h21m34.26s,+40d17m05.5s,K00123.02,Kepler-109 c,Kepler-109 c,2MASS J19213425+4017055,YES,2014-01-06
8753657,291.848050,0.000000,44.968220,0.000000,19h27m23.53s,+44d58m05.6s,K00321.02,Kepler-406 c,Kepler-406 c,2MASS J19272353+4458056,YES,2014-01-06
6521045,291.385990,0.000000,41.990269,0.000000,19h25m32.64s,+41d59m25.0s,K00041.01,Kepler-100 c,Kepler-100 c,2MASS J19253263+4159249,YES,2014-01-06
11075737,287.326630,0.000000,48.673431,0.000000,19h09m18.39s,+48d40m24.4s,K00292.01,Kepler-97 b,Kepler-97 b,2MASS J19091838+4840243,YES,2014-01-06
6063220,297.354000,0.000000,41.300049,0.000000,19h49m24.96s,+41d18m00.2s,K00305.01,Kepler-99 b,Kepler-99 b,2MASS J19492496+4118001,YES,2014-01-06
8395660,300.863980,0.000000,44.337551,0.000000,20h03m27.36s,+44d20m15.2s,K00116.01,Kepler-106 c,Kepler-106 c,2MASS J20032735+4420151,YES,2014-01-06
8753657,291.848050,0.000000,44.968220,0.000000,19h27m23.53s,+44d58m05.6s,K00321.01,Kepler-406 b,Kepler-406 b,2MASS J19272353+4458056,YES,2014-01-06
4349452,286.638400,0.000000,39.487881,0.000000,19h06m33.22s,+39d29m16.4s,,Kepler-25 d,Kepler-25 d,2MASS J19063321+3929164,NO,2014-01-06
5735762,299.139220,0.000000,40.949020,0.000000,19h56m33.41s,+40d56m56.5s,,Kepler-48 e,Kepler-48 e,2MASS J19563341+4056564,NO,2014-01-06
3544595,291.418300,0.000000,38.672359,0.000000,19h25m40.39s,+38d40m20.5s,,Kepler-93 c,Kepler-93 c,2MASS J19254039+3840204,NO,2014-01-06
10318874,281.194730,0.000000,47.497131,0.000000,18h44m46.74s,+47d29m49.7s,,Kepler-94 c,Kepler-94 c,2MASS J18444674+4729496,NO,2014-01-06
11075737,287.326630,0.000000,48.673431,0.000000,19h09m18.39s,+48d40m24.4s,,Kepler-97 c,Kepler-97 c,2MASS J19091838+4840243,NO,2014-01-06
11600889,286.036350,0.000000,49.614510,0.000000,19h04m08.72s,+49d36m52.2s,,Kepler-407 c,Kepler-407 c,2MASS J19040872+4936522,NO,2014-01-06
11512246,294.218930,0.000000,49.479221,0.000000,19h36m52.54s,+49d28m45.2s,K00168.02,Kepler-23 d,Kepler-23 d,2MASS J19365254+4928452,YES,2014-02-26
4144576,287.945620,0.000000,39.230572,0.000000,19h11m46.95s,+39d13m50.1s,K02202.01,Kepler-1139 b,Kepler-1139 b,2MASS J19114694+3913500,YES,2016-05-10
4142847,287.302830,0.000000,39.289688,0.000000,19h09m12.68s,+39d17m22.9s,K02210.02,Kepler-1143 c,Kepler-1143 c,2MASS J19091267+3917228,YES,2016-05-10
7269974,287.773560,0.000000,42.869282,0.000000,19h11m05.65s,+42d52m09.4s,,Kepler-160 d,Kepler-160 d,2MASS J19110565+4252094,NO,2020-07-09
3231341,290.413270,0.000000,38.343750,0.000000,19h21m39.18s,+38d20m37.5s,K01102.04,Kepler-24 d,Kepler-24 d,2MASS J19213918+3820375,YES,2014-02-26
3231341,290.413270,0.000000,38.343750,0.000000,19h21m39.18s,+38d20m37.5s,K01102.03,Kepler-24 e,Kepler-24 e,2MASS J19213918+3820375,YES,2014-02-26
9757613,284.940980,0.000000,46.566540,0.000000,18h59m45.84s,+46d33m59.5s,K00250.03,Kepler-26 d,Kepler-26 d,2MASS J18594583+4633595,YES,2014-02-26
9757613,284.940980,0.000000,46.566540,0.000000,18h59m45.84s,+46d33m59.5s,K00250.04,Kepler-26 e,Kepler-26 e,2MASS J18594583+4633595,YES,2014-02-26
9347899,294.023010,0.000000,45.853081,0.000000,19h36m05.52s,+45d51m11.1s,K00935.03,Kepler-31 d,Kepler-31 d,2MASS J19360552+4551110,YES,2014-02-26
7109675,289.268740,0.000000,42.604172,0.000000,19h17m04.50s,+42d36m15.0s,K00872.02,Kepler-46 d,Kepler-46 d,2MASS J19170449+4236150,YES,2014-02-26
5364071,292.294590,0.000000,40.591789,0.000000,19h29m10.70s,+40d35m30.4s,K00248.03,Kepler-49 d,Kepler-49 d,2MASS J19291070+4035304,YES,2014-02-26
5364071,292.294590,0.000000,40.591789,0.000000,19h29m10.70s,+40d35m30.4s,K00248.04,Kepler-49 e,Kepler-49 e,2MASS J19291070+4035304,YES,2014-02-26
11754553,286.738040,0.000000,49.975750,0.000000,19h06m57.13s,+49d58m32.7s,K00775.03,Kepler-52 d,Kepler-52 d,2MASS J19065712+4958327,YES,2014-02-26
5358241,290.461760,0.000000,40.562462,0.000000,19h21m50.82s,+40d33m44.9s,K00829.02,Kepler-53 d,Kepler-53 d,2MASS J19215082+4033448,YES,2014-02-26
7455287,294.773930,0.000000,43.056301,0.000000,19h39m05.74s,+43d03m22.7s,K00886.03,Kepler-54 d,Kepler-54 d,2MASS J19390574+4303226,YES,2014-02-26
8150320,285.168330,0.000000,44.026459,0.000000,19h00m40.40s,+44d01m35.3s,K00904.01,Kepler-55 d,Kepler-55 d,2MASS J19004040+4401352,YES,2014-02-26
8150320,285.168330,0.000000,44.026459,0.000000,19h00m40.40s,+44d01m35.3s,K00904.04,Kepler-55 e,Kepler-55 e,2MASS J19004040+4401352,YES,2014-02-26
8150320,285.168330,0.000000,44.026459,0.000000,19h00m40.40s,+44d01m35.3s,K00904.05,Kepler-55 f,Kepler-55 f,2MASS J19004040+4401352,YES,2014-02-26
4077526,296.358670,0.000000,39.115189,0.000000,19h45m26.08s,+39d06m54.7s,K01336.03,Kepler-58 d,Kepler-58 d,2MASS J19452607+3906546,YES,2014-02-26
8394721,300.517120,0.000000,44.381580,0.000000,20h02m04.11s,+44d22m53.7s,K00152.01,Kepler-79 d,Kepler-79 d,2MASS J20020411+4422536,YES,2014-02-26
8394721,300.517120,0.000000,44.381580,0.000000,20h02m04.11s,+44d22m53.7s,K00152.04,Kepler-79 e,Kepler-79 e,2MASS J20020411+4422536,YES,2014-02-26
4852528,296.112580,0.000000,39.978779,0.000000,19h44m27.02s,+39d58m43.6s,K00500.03,Kepler-80 d,Kepler-80 d,2MASS J19442701+3958436,YES,2014-02-26
4852528,296.112580,0.000000,39.978779,0.000000,19h44m27.02s,+39d58m43.6s,K00500.04,Kepler-80 e,Kepler-80 e,2MASS J19442701+3958436,YES,2014-02-26
7287995,293.636960,0.000000,42.824970,0.000000,19h34m32.87s,+42d49m29.9s,K00877.03,Kepler-81 d,Kepler-81 d,2MASS J19343286+4249298,YES,2014-02-26
7366258,292.873380,0.000000,42.966141,0.000000,19h31m29.61s,+42d57m58.1s,K00880.04,Kepler-82 d,Kepler-82 d,2MASS J19312961+4257580,YES,2014-02-26
7366258,292.873380,0.000000,42.966141,0.000000,19h31m29.61s,+42d57m58.1s,K00880.03,Kepler-82 e,Kepler-82 e,2MASS J19312961+4257580,YES,2014-02-26
7870390,282.232510,0.000000,43.665630,0.000000,18h48m55.80s,+43d39m56.3s,K00898.02,Kepler-83 d,Kepler-83 d,2MASS J18485580+4339562,YES,2014-02-26
5301750,298.252040,0.000000,40.496078,0.000000,19h53m00.49s,+40d29m45.9s,K01589.04,Kepler-84 d,Kepler-84 d,2MASS J19530049+4029458,YES,2014-02-26
5301750,298.252040,0.000000,40.496078,0.000000,19h53m00.49s,+40d29m45.9s,K01589.03,Kepler-84 e,Kepler-84 e,2MASS J19530049+4029458,YES,2014-02-26
5301750,298.252040,0.000000,40.496078,0.000000,19h53m00.49s,+40d29m45.9s,K01589.05,Kepler-84 f,Kepler-84 f,2MASS J19530049+4029458,YES,2014-02-26
8950568,290.973420,0.000000,45.290321,0.000000,19h23m53.62s,+45d17m25.2s,K02038.03,Kepler-85 d,Kepler-85 d,2MASS J19235362+4517251,YES,2014-02-26
8950568,290.973420,0.000000,45.290321,0.000000,19h23m53.62s,+45d17m25.2s,K02038.04,Kepler-85 e,Kepler-85 e,2MASS J19235362+4517251,YES,2014-02-26
10905239,283.255490,0.000000,48.355232,0.000000,18h53m01.32s,+48d21m18.8s,K00046.01,Kepler-101 b,Kepler-101 b,2MASS J18530131+4821188,YES,2014-02-26
10905239,283.255490,0.000000,48.355232,0.000000,18h53m01.32s,+48d21m18.8s,K00046.02,Kepler-101 c,Kepler-101 c,2MASS J18530131+4821188,YES,2014-02-26
6678383,287.604610,0.000000,42.166779,0.000000,19h10m25.11s,+42d10m00.4s,K00111.01,Kepler-104 b,Kepler-104 b,2MASS J19102510+4210004,YES,2014-02-26
6678383,287.604610,0.000000,42.166779,0.000000,19h10m25.11s,+42d10m00.4s,K00111.02,Kepler-104 c,Kepler-104 c,2MASS J19102510+4210004,YES,2014-02-26
6678383,287.604610,0.000000,42.166779,0.000000,19h10m25.11s,+42d10m00.4s,K00111.03,Kepler-104 d,Kepler-104 d,2MASS J19102510+4210004,YES,2014-02-26
9579641,287.887330,0.000000,46.276241,0.000000,19h11m32.96s,+46d16m34.5s,K00115.02,Kepler-105 c,Kepler-105 c,2MASS J19113295+4616344,YES,2014-02-26
10875245,297.028260,0.000000,48.208611,0.000000,19h48m06.78s,+48d12m31.0s,K00117.03,Kepler-107 b,Kepler-107 b,2MASS J19480677+4812309,YES,2014-02-26
10875245,297.028260,0.000000,48.208611,0.000000,19h48m06.78s,+48d12m31.0s,K00117.02,Kepler-107 c,Kepler-107 c,2MASS J19480677+4812309,YES,2014-02-26
10875245,297.028260,0.000000,48.208611,0.000000,19h48m06.78s,+48d12m31.0s,K00117.04,Kepler-107 d,Kepler-107 d,2MASS J19480677+4812309,YES,2014-02-26
10875245,297.028260,0.000000,48.208611,0.000000,19h48m06.78s,+48d12m31.0s,K00117.01,Kepler-107 e,Kepler-107 e,2MASS J19480677+4812309,YES,2014-02-26
9471974,294.559170,0.000000,46.062328,0.000000,19h38m14.20s,+46d03m44.4s,K00119.01,Kepler-108 b,Kepler-108 b,2MASS J19381420+4603443,YES,2014-02-26
9471974,294.559170,0.000000,46.062328,0.000000,19h38m14.20s,+46d03m44.4s,K00119.02,Kepler-108 c,Kepler-108 c,2MASS J19381420+4603443,YES,2014-02-26
11086270,292.929140,0.000000,48.602810,0.000000,19h31m42.99s,+48d36m10.1s,K00124.01,Kepler-110 b,Kepler-110 b,2MASS J19314299+4836101,YES,2014-02-26
11086270,292.929140,0.000000,48.602810,0.000000,19h31m42.99s,+48d36m10.1s,K00124.02,Kepler-110 c,Kepler-110 c,2MASS J19314299+4836101,YES,2014-02-26
8559644,291.653170,0.000000,44.688271,0.000000,19h26m36.76s,+44d41m17.8s,K00139.02,Kepler-111 b,Kepler-111 b,2MASS J19263676+4441177,YES,2014-02-26
8559644,291.653170,0.000000,44.688271,0.000000,19h26m36.76s,+44d41m17.8s,K00139.01,Kepler-111 c,Kepler-111 c,2MASS J19263676+4441177,YES,2014-02-26
7626506,296.981020,0.000000,43.209751,0.000000,19h47m55.44s,+43d12m35.1s,K00150.01,Kepler-112 b,Kepler-112 b,2MASS J19475544+4312351,YES,2014-02-26
7626506,296.981020,0.000000,43.209751,0.000000,19h47m55.44s,+43d12m35.1s,K00150.02,Kepler-112 c,Kepler-112 c,2MASS J19475544+4312351,YES,2014-02-26
10925104,294.121430,0.000000,48.349522,0.000000,19h36m29.14s,+48d20m58.3s,K00156.02,Kepler-114 b,Kepler-114 b,2MASS J19362914+4820582,YES,2014-02-26
8972058,297.711850,0.000000,45.261921,0.000000,19h50m50.84s,+45d15m42.9s,K00159.02,Kepler-115 b,Kepler-115 b,2MASS J19505084+4515429,YES,2014-02-26
8972058,297.711850,0.000000,45.261921,0.000000,19h50m50.84s,+45d15m42.9s,K00159.01,Kepler-115 c,Kepler-115 c,2MASS J19505084+4515429,YES,2014-02-26
7831264,294.742070,0.000000,43.536831,0.000000,19h38m58.10s,+43d32m12.6s,K00171.01,Kepler-116 b,Kepler-116 b,2MASS J19385809+4332126,YES,2014-02-26
7831264,294.742070,0.000000,43.536831,0.000000,19h38m58.10s,+43d32m12.6s,K00171.02,Kepler-116 c,Kepler-116 c,2MASS J19385809+4332126,YES,2014-02-26
10723750,288.793030,0.000000,48.040230,0.000000,19h15m10.33s,+48d02m24.8s,K00209.02,Kepler-117 b,Kepler-117 b,2MASS J19151032+4802248,YES,2014-02-26
10723750,288.793030,0.000000,48.040230,0.000000,19h15m10.33s,+48d02m24.8s,K00209.01,Kepler-117 c,Kepler-117 c,2MASS J19151032+4802248,YES,2014-02-26
6152974,299.213170,0.000000,41.424831,0.000000,19h56m51.16s,+41d25m29.4s,K00216.02,Kepler-118 b,Kepler-118 b,2MASS J19565115+4125293,YES,2014-02-26
6152974,299.213170,0.000000,41.424831,0.000000,19h56m51.16s,+41d25m29.4s,K00216.01,Kepler-118 c,Kepler-118 c,2MASS J19565115+4125293,YES,2014-02-26
7132798,295.946410,0.000000,42.658920,0.000000,19h43m47.14s,+42d39m32.1s,K00220.01,Kepler-119 b,Kepler-119 b,2MASS J19434714+4239321,YES,2014-02-26
7132798,295.946410,0.000000,42.658920,0.000000,19h43m47.14s,+42d39m32.1s,K00220.02,Kepler-119 c,Kepler-119 c,2MASS J19434714+4239321,YES,2014-02-26
4249725,287.891630,0.000000,39.339130,0.000000,19h11m33.99s,+39d20m20.9s,K00222.01,Kepler-120 b,Kepler-120 b,2MASS J19113399+3920208,YES,2014-02-26
4249725,287.891630,0.000000,39.339130,0.000000,19h11m33.99s,+39d20m20.9s,K00222.02,Kepler-120 c,Kepler-120 c,2MASS J19113399+3920208,YES,2014-02-26
4545187,286.162050,0.000000,39.678001,0.000000,19h04m38.89s,+39d40m40.8s,K00223.01,Kepler-121 b,Kepler-121 b,2MASS J19043889+3940407,YES,2014-02-26
4545187,286.162050,0.000000,39.678001,0.000000,19h04m38.89s,+39d40m40.8s,K00223.02,Kepler-121 c,Kepler-121 c,2MASS J19043889+3940407,YES,2014-02-26
8733898,282.250210,0.000000,44.921108,0.000000,18h49m00.05s,+44d55m16.0s,K02842.02,Kepler-446 d,Kepler-446 d,2MASS J18490005+4455160,YES,2015-01-13
10203349,290.043270,0.000000,47.257980,0.000000,19h20m10.38s,+47d15m28.7s,K02212.01,Kepler-1144 b,Kepler-1144 b,2MASS J19201039+4715287,YES,2016-05-10
8800954,283.256810,0.000000,45.087780,0.000000,18h53m01.63s,+45d05m16.0s,K01274.01,Kepler-421 b,Kepler-421 b,2MASS J18530163+4505159,YES,2014-07-23
4833421,291.111880,0.000000,39.949108,0.000000,19h24m26.85s,+39d56m56.8s,K00232.02,Kepler-122 b,Kepler-122 b,2MASS J19242685+3956567,YES,2014-02-26
4833421,291.111880,0.000000,39.949108,0.000000,19h24m26.85s,+39d56m56.8s,K00232.01,Kepler-122 c,Kepler-122 c,2MASS J19242685+3956567,YES,2014-02-26
4833421,291.111880,0.000000,39.949108,0.000000,19h24m26.85s,+39d56m56.8s,K00232.03,Kepler-122 d,Kepler-122 d,2MASS J19242685+3956567,YES,2014-02-26
4833421,291.111880,0.000000,39.949108,0.000000,19h24m26.85s,+39d56m56.8s,K00232.04,Kepler-122 e,Kepler-122 e,2MASS J19242685+3956567,YES,2014-02-26
7219825,296.998630,0.000000,42.781960,0.000000,19h47m59.67s,+42d46m55.1s,K00238.01,Kepler-123 b,Kepler-123 b,2MASS J19475966+4246550,YES,2014-02-26
7219825,296.998630,0.000000,42.781960,0.000000,19h47m59.67s,+42d46m55.1s,K00238.02,Kepler-123 c,Kepler-123 c,2MASS J19475966+4246550,YES,2014-02-26
11288051,286.752780,0.000000,49.064911,0.000000,19h07m00.67s,+49d03m53.7s,K00241.03,Kepler-124 b,Kepler-124 b,2MASS J19070067+4903536,YES,2014-02-26
11288051,286.752780,0.000000,49.064911,0.000000,19h07m00.67s,+49d03m53.7s,K00241.01,Kepler-124 c,Kepler-124 c,2MASS J19070067+4903536,YES,2014-02-26
11288051,286.752780,0.000000,49.064911,0.000000,19h07m00.67s,+49d03m53.7s,K00241.02,Kepler-124 d,Kepler-124 d,2MASS J19070067+4903536,YES,2014-02-26
10489206,298.258120,0.000000,47.604939,0.000000,19h53m01.95s,+47d36m17.8s,K00251.01,Kepler-125 b,Kepler-125 b,2MASS J19530194+4736178,YES,2014-02-26
10489206,298.258120,0.000000,47.604939,0.000000,19h53m01.95s,+47d36m17.8s,K00251.02,Kepler-125 c,Kepler-125 c,2MASS J19530194+4736178,YES,2014-02-26
8292840,289.347320,0.000000,44.208511,0.000000,19h17m23.36s,+44d12m30.6s,K00260.01,Kepler-126 b,Kepler-126 b,2MASS J19172334+4412307,YES,2014-02-26
8292840,289.347320,0.000000,44.208511,0.000000,19h17m23.36s,+44d12m30.6s,K00260.03,Kepler-126 c,Kepler-126 c,2MASS J19172334+4412307,YES,2014-02-26
8292840,289.347320,0.000000,44.208511,0.000000,19h17m23.36s,+44d12m30.6s,K00260.02,Kepler-126 d,Kepler-126 d,2MASS J19172334+4412307,YES,2014-02-26
9451706,285.190000,0.000000,46.027962,0.000000,19h00m45.60s,+46d01m40.7s,K00271.03,Kepler-127 b,Kepler-127 b,2MASS J19004559+4601406,YES,2014-02-26
9451706,285.190000,0.000000,46.027962,0.000000,19h00m45.60s,+46d01m40.7s,K00271.02,Kepler-127 c,Kepler-127 c,2MASS J19004559+4601406,YES,2014-02-26
9451706,285.190000,0.000000,46.027962,0.000000,19h00m45.60s,+46d01m40.7s,K00271.01,Kepler-127 d,Kepler-127 d,2MASS J19004559+4601406,YES,2014-02-26
10586004,285.311250,0.000000,47.848564,0.000000,19h01m14.70s,+47d50m54.8s,K00275.01,Kepler-129 b,Kepler-129 b,2MASS J19011470+4750549,YES,2014-02-26
10586004,285.311250,0.000000,47.848564,0.000000,19h01m14.70s,+47d50m54.8s,K00275.02,Kepler-129 c,Kepler-129 c,2MASS J19011470+4750549,YES,2014-02-26
5088536,288.450650,0.000000,40.245327,0.000000,19h13m48.16s,+40d14m43.2s,K00282.02,Kepler-130 b,Kepler-130 b,2MASS J19134816+4014431,YES,2014-02-26
5088536,288.450650,0.000000,40.245327,0.000000,19h13m48.16s,+40d14m43.2s,K00282.03,Kepler-130 d,Kepler-130 d,2MASS J19134816+4014431,YES,2014-02-26
6021275,283.235810,0.000000,41.343040,0.000000,18h52m56.59s,+41d20m34.9s,K00284.03,Kepler-132 b,Kepler-132 b,2MASS J18525659+4120349,YES,2014-02-26
6021275,283.235810,0.000000,41.343040,0.000000,18h52m56.59s,+41d20m34.9s,K00284.02,Kepler-132 c,Kepler-132 c,2MASS J18525659+4120349,YES,2014-02-26
6021275,283.235810,0.000000,41.343040,0.000000,18h52m56.59s,+41d20m34.9s,K00284.01,Kepler-132 d,Kepler-132 d,2MASS J18525659+4120349,YES,2014-02-26
10933561,297.277980,0.000000,48.320332,0.000000,19h49m06.72s,+48d19m13.2s,K00291.02,Kepler-133 b,Kepler-133 b,2MASS J19490671+4819131,YES,2014-02-26
10933561,297.277980,0.000000,48.320332,0.000000,19h49m06.72s,+48d19m13.2s,K00291.01,Kepler-133 c,Kepler-133 c,2MASS J19490671+4819131,YES,2014-02-26
11547513,284.739040,0.000000,49.598400,0.000000,18h58m57.37s,+49d35m54.2s,K00295.01,Kepler-134 b,Kepler-134 b,2MASS J18585736+4935542,YES,2014-02-26
11547513,284.739040,0.000000,49.598400,0.000000,18h58m57.37s,+49d35m54.2s,K00295.02,Kepler-134 c,Kepler-134 c,2MASS J18585736+4935542,YES,2014-02-26
3642289,290.495120,0.000000,38.795479,0.000000,19h21m58.83s,+38d47m43.7s,K00301.01,Kepler-135 b,Kepler-135 b,2MASS J19215883+3847437,YES,2014-02-26
3642289,290.495120,0.000000,38.795479,0.000000,19h21m58.83s,+38d47m43.7s,K00301.02,Kepler-135 c,Kepler-135 c,2MASS J19215883+3847437,YES,2014-02-26
7050989,296.467320,0.000000,42.598785,0.000000,19h45m52.16s,+42d35m55.6s,K00312.01,Kepler-136 b,Kepler-136 b,2MASS J19455215+4235555,YES,2014-02-26
7050989,296.467320,0.000000,42.598785,0.000000,19h45m52.16s,+42d35m55.6s,K00312.02,Kepler-136 c,Kepler-136 c,2MASS J19455215+4235555,YES,2014-02-26
7419318,282.135530,0.000000,43.039101,0.000000,18h48m32.53s,+43d02m20.8s,K00313.02,Kepler-137 b,Kepler-137 b,2MASS J18483252+4302207,YES,2014-02-26
7419318,282.135530,0.000000,43.039101,0.000000,18h48m32.53s,+43d02m20.8s,K00313.01,Kepler-137 c,Kepler-137 c,2MASS J18483252+4302207,YES,2014-02-26
7603200,290.381500,0.000000,43.292988,0.000000,19h21m31.56s,+43d17m34.8s,K00314.03,Kepler-138 b,Kepler-138 b,2MASS J19213157+4317347,YES,2014-02-26
8008067,282.391940,0.000000,43.889351,0.000000,18h49m34.07s,+43d53m21.7s,K00316.01,Kepler-139 b,Kepler-139 b,2MASS J18493406+4353216,YES,2014-02-26
8008067,282.391940,0.000000,43.889351,0.000000,18h49m34.07s,+43d53m21.7s,K00316.02,Kepler-139 c,Kepler-139 c,2MASS J18493406+4353216,YES,2014-02-26
9881662,287.369480,0.000000,46.768219,0.000000,19h09m28.68s,+46d46m05.6s,K00327.01,Kepler-140 b,Kepler-140 b,2MASS J19092867+4646055,YES,2014-02-26
9881662,287.369480,0.000000,46.768219,0.000000,19h09m28.68s,+46d46m05.6s,K00327.02,Kepler-140 c,Kepler-140 c,2MASS J19092867+4646055,YES,2014-02-26
10552611,297.970890,0.000000,47.731682,0.000000,19h51m53.01s,+47d43m54.1s,K00338.02,Kepler-141 b,Kepler-141 b,2MASS J19515301+4743540,YES,2014-02-26
10552611,297.970890,0.000000,47.731682,0.000000,19h51m53.01s,+47d43m54.1s,K00338.01,Kepler-141 c,Kepler-141 c,2MASS J19515301+4743540,YES,2014-02-26
10982872,295.118900,0.000000,48.481281,0.000000,19h40m28.54s,+48d28m52.6s,K00343.02,Kepler-142 b,Kepler-142 b,2MASS J19402853+4828526,YES,2014-02-26
10982872,295.118900,0.000000,48.481281,0.000000,19h40m28.54s,+48d28m52.6s,K00343.01,Kepler-142 c,Kepler-142 c,2MASS J19402853+4828526,YES,2014-02-26
10982872,295.118900,0.000000,48.481281,0.000000,19h40m28.54s,+48d28m52.6s,K00343.03,Kepler-142 d,Kepler-142 d,2MASS J19402853+4828526,YES,2014-02-26
11521793,298.067690,0.000000,49.412601,0.000000,19h52m16.25s,+49d24m45.4s,K00352.02,Kepler-143 b,Kepler-143 b,2MASS J19521624+4924453,YES,2014-02-26
11521793,298.067690,0.000000,49.412601,0.000000,19h52m16.25s,+49d24m45.4s,K00352.01,Kepler-143 c,Kepler-143 c,2MASS J19521624+4924453,YES,2014-02-26
7175184,281.915680,0.000000,42.775509,0.000000,18h47m39.76s,+42d46m31.8s,K00369.01,Kepler-144 b,Kepler-144 b,2MASS J18473976+4246318,YES,2014-02-26
7175184,281.915680,0.000000,42.775509,0.000000,18h47m39.76s,+42d46m31.8s,K00369.02,Kepler-144 c,Kepler-144 c,2MASS J18473976+4246318,YES,2014-02-26
3656121,294.110750,0.000000,38.710232,0.000000,19h36m26.58s,+38d42m36.8s,K00386.01,Kepler-146 b,Kepler-146 b,2MASS J19362658+3842368,YES,2014-02-26
3656121,294.110750,0.000000,38.710232,0.000000,19h36m26.58s,+38d42m36.8s,K00386.02,Kepler-146 c,Kepler-146 c,2MASS J19362658+3842368,YES,2014-02-26
