pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-962 b,Kepler-962,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.05707239,0.00001586,-0.00001586,0,1.93,0.14,-0.080,0,0.172,0.012,-0.007,0,,,,,,,,,,,,,,0,0.02092,0.00063,-0.00057,0,,,,,Berger et al. 2020,,5270.4,-84.6,-55.18,0,0.822,-0.015,-0.03,0,0.86,-0.04,-0.03,0,-0.015,-0.12,-0.103,0,[Fe/H],,,,,4.54,-0.0,-0.02,0,2.400,1.920,-0.990,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m15.17s,295.3131906,+46d14m15.01s,46.2375024,411.4860000,2.3000000,-2.3000000,2.4013400,0.0134814,-0.0134814,13.6800000,0.1030000,-0.1030000,11.9040000,0.0190000,-0.0190000,13.5580000,0.0006420,-0.0006420,2016-05-06 09:17:15,2016-05,2016-05-10
Kepler-963 b,Kepler-963,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.97683705,0.00001568,-0.00001568,0,2.64,0.09,-0.190,0,0.236,0.008,-0.017,0,,,,,,,,,,,,,,0,0.02847,0.00064,-0.00037,0,,,,,Berger et al. 2020,,5383.1,-98.1,-150.82,0,0.86,-0.022,-0.06,0,0.874,-0.06,-0.06,0,-0.03,-0.14,-0.170,0,[Fe/H],,,,,4.50,-0.0,-0.09,0,4.070,5.220,-2.430,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m00.71s,296.7529742,+45d02m27.98s,45.0411049,771.4940000,12.5990000,-12.5990000,1.2676900,0.0210019,-0.0210019,15.0910000,0.1260000,-0.1260000,13.1580000,0.0350000,-0.0350000,14.9116000,0.0004190,-0.0004190,2016-05-06 09:17:15,2016-05,2016-05-10
Kepler-964 b,Kepler-964,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.52251060,0.00002258,-0.00002258,0,2.13,0.09,-0.070,0,0.19,0.008,-0.006,0,,,,,,,,,,,,,,0,0.02340,0.00076,-0.00039,0,,,,,Berger et al. 2020,,5210.8,-83.7,-75.15,0,0.823,-0.016,-0.02,0,0.867,-0.04,-0.03,0,0.055,-0.12,-0.103,0,[Fe/H],,,,,4.54,-0.0,-0.01,0,1.910,1.280,-0.632,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m12.02s,295.3000650,+40d33m23.69s,40.5565792,454.6260000,4.5565000,-4.5565000,2.1710000,0.0218794,-0.0218794,14.0610000,0.0800000,-0.0800000,12.1390000,0.0210000,-0.0210000,13.9025000,0.0006180,-0.0006180,2016-05-06 09:17:16,2016-05,2016-05-10
Kepler-965 b,Kepler-965,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,134.25272980,0.00056610,-0.00056610,0,3.10,0.07,-0.390,0,0.277,0.006,-0.035,0,,,,,,,,,,,,,,0,0.02683,0.00050,-0.00044,0,,,,,Berger et al. 2020,,6028.8,-111.5,-64.81,0,1.083,-0.022,-0.13,0,1.055,-0.06,-0.04,0,-0.066,-0.14,-0.095,0,[Fe/H],,,,,4.38,-0.0,-0.11,0,5.500,1.600,-2.540,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m03.68s,298.5153169,+41d53m28.43s,41.8912305,582.8280000,6.2135000,-6.2135000,1.6871000,0.0181514,-0.0181514,13.4880000,0.0800000,-0.0800000,11.9100000,0.0190000,-0.0190000,13.3334000,0.0002270,-0.0002270,2016-05-06 09:17:17,2016-05,2016-05-10
Kepler-966 b,Kepler-966,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,99.74762200,0.00045230,-0.00045230,0,5.49,0.62,-0.580,0,0.49,0.055,-0.052,0,,,,,,,,,,,,,,1,0.03695,0.00430,-0.00350,0,,,,,Berger et al. 2020,,5635.0,-121.9,-184.03,0,1.357,-0.039,-0.10,0,0.979,-0.07,-0.07,0,0.034,-0.16,-0.157,0,[Fe/H],,,,,4.15,-0.0,-0.18,0,4.070,2.800,-2.310,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m04.94s,297.2705760,+50d07m18.61s,50.1218365,1027.8000000,20.6000000,-20.6000000,0.9443760,0.0193513,-0.0193513,14.7310000,0.1370000,-0.1370000,12.7450000,0.0260000,-0.0260000,14.4435000,0.0002870,-0.0002870,2016-05-06 09:17:18,2016-05,2016-05-10
Kepler-967 b,Kepler-967,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.22713379,0.00002209,-0.00002209,0,2.350,0.080,-0.100,0,0.210,0.007,-0.009,0,,,,,,,,,,,,,,0,0.02707,0.00038,-0.00077,0,,,,,Berger et al. 2020,,4818.5,-80.5,-79.80,0,0.68,-0.027,-0.03,0,0.714,-0.03,-0.04,0,-0.206,-0.11,-0.110,0,[Fe/H],,,,,4.62,-0.0,-0.03,0,5.890,3.640,-3.240,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,,,,,,14.7020000,0.1260000,-0.1260000,12.3960000,0.0210000,-0.0210000,14.4513000,0.0010800,-0.0010800,2016-05-06 09:17:18,2016-05,2016-05-10
Kepler-967 c,Kepler-967,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,198.71125020,0.00065580,-0.00065580,0,3.650,0.150,-0.130,0,0.326,0.013,-0.012,0,,,,,,,,,,,,,,0,0.04173,0.00108,-0.00045,0,,,,,Berger et al. 2020,,4818.5,-80.5,-79.80,0,0.68,-0.027,-0.03,0,0.714,-0.03,-0.04,0,-0.206,-0.11,-0.110,0,[Fe/H],,,,,4.62,-0.0,-0.03,0,5.890,3.640,-3.240,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.5460000,,,,,,14.7020000,0.1260000,-0.1260000,12.3960000,0.0210000,-0.0210000,14.4513000,0.0010800,-0.0010800,2016-05-06 09:17:19,2016-05,2016-05-10
Kepler-968 b,Kepler-968,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.69298373,0.00000361,-0.00000361,0,2.000,0.080,-0.080,0,0.178,0.007,-0.007,0,,,,,,,,,,,,,,0,0.02552,0.00067,-0.00041,0,,,,,Berger et al. 2020,,4413.0,-69.1,-38.88,0,0.667,-0.012,-0.03,0,0.681,-0.02,-0.04,0,0.008,-0.10,-0.211,0,[Fe/H],,,,,4.62,-0.0,-0.02,0,2.140,4.200,-0.786,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4415000,-1.4415000,3.4155700,0.0169791,-0.0169791,14.6260000,0.1260000,-0.1260000,11.8310000,0.0250000,-0.0250000,14.2499000,0.0003920,-0.0003920,2016-05-06 09:17:20,2016-05,2016-05-10
Kepler-968 c,Kepler-968,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.70940492,0.00000954,-0.00000954,0,1.690,0.080,-0.070,0,0.151,0.007,-0.006,0,,,,,,,,,,,,,,0,0.02247,0.00085,-0.00053,0,,,,,Berger et al. 2020,,4413.0,-69.1,-38.88,0,0.667,-0.012,-0.03,0,0.681,-0.02,-0.04,0,0.008,-0.10,-0.211,0,[Fe/H],,,,,4.62,-0.0,-0.02,0,2.140,4.200,-0.786,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4415000,-1.4415000,3.4155700,0.0169791,-0.0169791,14.6260000,0.1260000,-0.1260000,11.8310000,0.0250000,-0.0250000,14.2499000,0.0003920,-0.0003920,2016-05-06 09:17:20,2016-05,2016-05-10
Kepler-969 b,Kepler-969,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.17317140,0.00007358,-0.00007358,0,2.070,0.050,-0.050,0,0.185,0.004,-0.004,0,,,,,,,,,,,,,,0,0.02261,0.00046,-0.00042,0,,,,,Berger et al. 2020,,5183.7,-82.5,-40.68,0,0.797,-0.013,-0.01,0,0.854,-0.03,-0.02,0,0.01,-0.11,-0.048,0,[Fe/H],,,,,4.56,-0.0,-0.01,0,1.510,0.720,-0.360,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000,2.5720000,-2.5720000,2.5329400,0.0167506,-0.0167506,13.8650000,0.1490000,-0.1490000,11.8970000,0.0160000,-0.0160000,13.7221000,0.0003610,-0.0003610,2016-05-06 09:17:21,2016-05,2016-05-10
Kepler-969 c,Kepler-969,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.68293460,0.00000293,-0.00000293,0,0.990,0.020,-0.050,0,0.088,0.002,-0.004,0,,,,,,,,,,,,,,0,0.01119,0.00008,-0.00056,0,,,,,Berger et al. 2020,,5183.7,-82.5,-40.68,0,0.797,-0.013,-0.01,0,0.854,-0.03,-0.02,0,0.01,-0.11,-0.048,0,[Fe/H],,,,,4.56,-0.0,-0.01,0,1.510,0.720,-0.360,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m29.40s,288.3724989,+47d56m00.83s,47.9335642,390.3540000,2.5720000,-2.5720000,2.5329400,0.0167506,-0.0167506,13.8650000,0.1490000,-0.1490000,11.8970000,0.0160000,-0.0160000,13.7221000,0.0003610,-0.0003610,2016-05-06 09:17:21,2016-05,2016-05-10
Kepler-97 b,Kepler-97,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.58664000,,,0,1.46,0.05,-0.130,0,0.13,0.004,-0.012,0,3.51000,1.90000,-1.90000,0,0.01100,0.00600,-0.00600,0,Mass,,,,,0,0.01380,,,0,1.650,0.900,-0.900,0,Berger et al. 2020,,5805.9,-105.4,-74.00,0,0.982,-0.021,-0.09,0,0.939,-0.06,-0.06,0,-0.155,-0.13,-0.070,0,[Fe/H],,,,,4.42,-0.0,-0.08,0,8.420,,,0,1.5300,0.3100,-0.3100,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000,3.5215000,-3.5215000,2.4656300,0.0217446,-0.0217446,12.9940000,0.0920000,-0.0920000,11.3450000,0.0260000,-0.0260000,12.8130000,0.0002190,-0.0002190,2014-05-14,2014-02,2014-05-14
Kepler-97 c,Kepler-97,1,1,2,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,789.00000000,,,-1,1.46,0.05,,0,0.13,0.004,,0,344.00000,,,-1,1.08000,,,-1,Mass,,,,,0,,,,,25.000,,,-1,Berger et al. 2020,,5805.9,-105.4,-74.00,0,0.982,-0.021,-0.09,0,0.939,-0.06,-0.06,0,-0.155,-0.13,-0.070,0,[Fe/H],,,,,4.42,-0.0,-0.08,0,8.420,,,0,1.5300,0.3100,-0.3100,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.9070000,3.5215000,-3.5215000,2.4656300,0.0217446,-0.0217446,12.9940000,0.0920000,-0.0920000,11.3450000,0.0260000,-0.0260000,12.8130000,0.0002190,-0.0002190,2014-05-14,2014-02,2014-05-14
Kepler-970 b,Kepler-970,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.73652231,0.00002699,-0.00002699,0,2.71,0.61,-0.430,0,0.242,0.054,-0.038,0,,,,,,,,,,,,,,0,0.03761,0.00081,-0.00531,0,,,,,Berger et al. 2020,,4313.8,-65.0,-70.59,0,0.649,-0.012,-0.04,0,0.657,-0.01,-0.05,0,-0.005,-0.10,-0.176,0,[Fe/H],,,,,4.63,-0.0,-0.03,0,4.680,5.990,-2.810,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m30.05s,289.6252192,+40d42m31.45s,40.7087351,331.5450000,2.4355000,-2.4355000,2.9874500,0.0219862,-0.0219862,15.2100000,0.1140000,-0.1140000,12.2150000,0.0220000,-0.0220000,14.8058000,0.0011290,-0.0011290,2016-05-06 09:17:22,2016-05,2016-05-10
Kepler-971 b,Kepler-971,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.59070716,0.00002320,-0.00002320,0,2.130,0.220,-0.240,0,0.190,0.020,-0.021,0,,,,,,,,,,,,,,0,0.02343,0.00030,-0.00201,0,,,,,Berger et al. 2020,,5447.1,-89.2,-112.52,0,0.846,-0.019,-0.06,0,0.912,-0.03,-0.06,0,0.011,-0.11,-0.177,0,[Fe/H],,,,,4.54,-0.0,-0.10,0,4.470,6.270,-2.770,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m22.70s,284.0945699,+41d10m58.13s,41.1828131,338.5220000,6.6365000,-6.6365000,2.9268200,0.0574434,-0.0574434,13.4830000,0.0800000,-0.0800000,11.4220000,0.0220000,-0.0220000,13.2181000,0.0007310,-0.0007310,2016-05-06 09:17:22,2016-05,2016-05-10
Kepler-972 b,Kepler-972,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.03932553,0.00001608,-0.00001608,0,4.650,1.520,-1.100,0,0.415,0.136,-0.098,0,,,,,,,,,,,,,,0,0.03478,0.00105,-0.00599,0,,,,,Berger et al. 2020,,6174.9,-120.9,-260.44,0,1.129,-0.04,-0.20,0,1.107,-0.06,-0.12,0,-0.083,-0.14,-0.158,0,[Fe/H],,,,,4.37,-0.0,-0.20,0,2.820,1.530,-1.140,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m18.88s,295.8286790,+43d25m31.57s,43.4254371,1198.0300000,36.2250000,-36.2250000,0.8066440,0.0250242,-0.0250242,15.0840000,0.0920000,-0.0920000,13.3730000,0.0320000,-0.0320000,14.8925000,0.0004910,-0.0004910,2016-05-06 09:17:23,2016-05,2016-05-10
Kepler-973 b,Kepler-973,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.60773310,0.00012080,-0.00012080,0,1.960,0.080,-0.070,0,0.175,0.007,-0.006,0,,,,,,,,,,,,,,0,0.02276,0.00078,-0.00053,0,,,,,Berger et al. 2020,,5107.6,-74.5,-62.75,0,0.873,-0.019,-0.02,0,0.827,-0.03,-0.03,0,0.112,-0.12,-0.096,0,[Fe/H],,,,,4.47,-0.0,-0.01,0,2.290,1.640,-0.852,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m39.68s,290.1653203,+49d55m25.73s,49.9238126,328.5200000,4.6555000,-4.6555000,3.0159200,0.0428045,-0.0428045,13.4780000,0.0920000,-0.0920000,11.3030000,0.0200000,-0.0200000,13.2340000,0.0003440,-0.0003440,2016-05-06 09:17:23,2016-05,2016-05-10
Kepler-974 b,Kepler-974,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.19449651,0.00000503,-0.00000503,0,1.570,0.060,-0.290,0,0.140,0.005,-0.026,0,,,,,,,,,,,,,,0,0.02939,0.00024,-0.00521,0,,,,,Berger et al. 2020,,3701.0,-61.2,-36.96,0,0.542,-0.013,-0.02,0,0.53,-0.01,-0.02,0,0.331,-0.11,-0.080,0,[Fe/H],,,,,4.69,-0.0,-0.02,0,4.370,5.750,-2.620,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m03.15s,285.0131082,+40d13m15.44s,40.2209547,134.3110000,0.4455000,-0.4455000,7.4165600,0.0245117,-0.0245117,15.2950000,0.0580000,-0.0580000,11.0560000,0.0170000,-0.0170000,14.4126000,0.0004830,-0.0004830,2016-05-06 09:17:23,2016-05,2016-05-10
Kepler-975 b,Kepler-975,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.97034246,0.00000236,-0.00000236,0,1.480,0.060,-0.090,0,0.132,0.005,-0.008,0,,,,,,,,,,,,,,0,0.01841,0.00017,-0.00084,0,,,,,Berger et al. 2020,,4838.9,-70.8,-106.80,0,0.778,-0.013,-0.03,0,0.839,-0.03,-0.04,0,0.269,-0.12,-0.168,0,[Fe/H],,,,,4.58,-0.0,-0.04,0,3.890,6.230,-2.200,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m11.64s,290.5485100,+38d29m42.87s,38.4952415,426.0880000,3.5640000,-3.5640000,2.3182000,0.0194827,-0.0194827,14.6330000,0.0460000,-0.0460000,12.1900000,0.0210000,-0.0210000,14.4518000,0.0003150,-0.0003150,2016-05-06 09:17:24,2016-05,2016-05-10
Kepler-976 b,Kepler-976,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,105.95641480,0.00046260,-0.00046260,0,3.90,0.18,-0.200,0,0.348,0.016,-0.018,0,,,,,,,,,,,,,,0,0.04388,0.00144,-0.00075,0,,,,,Berger et al. 2020,,5108.8,-88.3,-66.39,0,0.823,-0.03,-0.04,0,0.818,-0.04,-0.04,0,0.018,-0.13,-0.162,0,[Fe/H],,,,,4.51,-0.0,-0.07,0,4.680,6.470,-2.940,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m28.71s,289.8696232,+46d43m46.87s,46.7296855,1012.4100000,33.4845000,-33.4845000,0.9596260,0.0323956,-0.0323956,15.8610000,0.2400000,-0.2400000,13.8870000,0.0600000,-0.0600000,15.8033000,0.0005000,-0.0005000,2016-05-06 09:17:25,2016-05,2016-05-10
Kepler-977 b,Kepler-977,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.85328322,0.00006393,-0.00006393,0,2.24,0.06,-0.170,0,0.2,0.005,-0.015,0,,,,,,,,,,,,,,0,0.02913,0.00008,-0.00110,0,,,,,Berger et al. 2020,,5079.5,-82.5,-105.24,0,0.736,-0.015,-0.04,0,0.775,-0.04,-0.05,0,-0.186,-0.10,-0.163,0,[Fe/H],,,,,4.59,-0.0,-0.07,0,4.570,6.020,-2.850,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m03.89s,291.5161959,+42d14m53.06s,42.2480736,568.7510000,6.4120000,-6.4120000,1.7295700,0.0196704,-0.0196704,14.7540000,0.0570000,-0.0570000,12.9200000,0.0280000,-0.0280000,14.8235000,0.0004410,-0.0004410,2016-05-06 09:17:26,2016-05,2016-05-10
Kepler-978 b,Kepler-978,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.62215090,0.00017100,-0.00017100,0,2.990,0.670,-0.570,0,0.267,0.060,-0.051,0,,,,,,,,,,,,,,0,0.02468,0.00000,-0.00397,0,,,,,Berger et al. 2020,,5595.4,-108.0,-84.89,0,1.535,-0.343,-0.12,0,0.982,-0.09,-0.07,0,-0.082,-0.14,-0.193,0,[Fe/H],,,,,4.01,-0.1,-0.15,0,3.630,1.790,-1.900,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m50.57s,286.7107166,+43d02m36.09s,43.0433585,682.5220000,,,,,,13.5130000,0.1140000,-0.1140000,12.0110000,0.0180000,-0.0180000,13.3744000,0.0003790,-0.0003790,2016-05-06 09:17:26,2016-05,2016-05-10
Kepler-979 b,Kepler-979,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.08801350,0.00001135,-0.00001135,0,2.70,0.26,-0.230,0,0.241,0.023,-0.021,0,,,,,,,,,,,,,,0,0.03034,0.00375,-0.00163,0,,,,,Berger et al. 2020,,5184.5,-86.4,-136.81,0,0.804,-0.017,-0.05,0,0.851,-0.04,-0.05,0,0.01,-0.12,-0.167,0,[Fe/H],,,,,4.55,-0.0,-0.07,0,4.570,5.760,-2.810,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m29.09s,300.3712023,+46d24m29.47s,46.4081872,576.5030000,7.0565000,-7.0565000,1.7060200,0.0210694,-0.0210694,14.8820000,0.1260000,-0.1260000,12.7320000,0.0320000,-0.0320000,14.6250000,0.0004680,-0.0004680,2016-05-06 09:17:27,2016-05,2016-05-10
Kepler-98 b,Kepler-98,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,1.54168000,,,0,1.59,0.06,-0.220,0,0.142,0.005,-0.020,0,3.55000,1.60000,-1.60000,0,0.01100,0.00500,-0.00500,0,Mass,,,,,0,0.01638,,,0,1.820,0.800,-0.800,0,Berger et al. 2020,,5419.8,-90.3,-73.00,0,0.924,-0.017,-0.12,0,0.948,-0.05,-0.06,0,0.177,-0.12,-0.070,0,[Fe/H],,,,,4.48,-0.0,-0.10,0,2.790,,,0,1.1200,0.3400,-0.3400,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m38.81s,285.6616933,+37d57m52.44s,37.9645672,350.3150000,2.9535000,-2.9535000,2.8258900,0.0238868,-0.0238868,12.9960000,0.0800000,-0.0800000,11.2530000,0.0170000,-0.0170000,12.8694000,0.0002550,-0.0002550,2014-05-14,2014-02,2014-05-14
