pl_name,hostname,gaia_id,sy_snum,sy_pnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_facility,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,st_nphot,st_nrvc,st_refname,system_type
61 Vir c,61 Vir,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,38.02100000,0.03400000,-0.03400000,0,4.460,,,0,0.398,,,0,18.20000,1.10000,-1.10000,0,0.05700,0.00300,-0.00300,0,Msini,0.140000,0.060000,-0.060000,0,0,,,,,3.620,0.230,-0.230,0,G5 V,5577.0,33.0,-10.0,0,0.96,0.01,-0.01,0,0.94,0.03,-0.01,0,-0.010,,,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173700,-0.0173000,117.5730000,0.2379020,-0.2379020,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701,,,,1,6,,Radial Velocity
61 Vir d,61 Vir,Gaia DR2 3507879565090229888,1,3,0,Radial Velocity,2009,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,123.01000000,0.55000000,-0.55000000,0,5.110,,,0,0.456,,,0,22.90000,2.60000,-2.60000,0,0.07200,0.00800,-0.00800,0,Msini,0.350000,0.090000,-0.090000,0,0,,,,,3.250,0.390,-0.390,0,G5 V,5577.0,33.0,-10.0,0,0.96,0.01,-0.01,0,0.94,0.03,-0.01,0,-0.010,,,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173700,-0.0173000,117.5730000,0.2379020,-0.2379020,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701,,,,1,6,,Radial Velocity
7 CMa b,7 CMa,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2011,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,735.10000000,14.80000000,-1.00000000,0,13.400,,,0,1.200,,,0,587.98550,19.06980,-19.06980,0,1.85000,0.06000,-0.06000,0,Msin(i)/sin(i),0.060000,0.030000,-0.030000,0,0,,,,,34.300,1.200,-0.900,0,K1 III,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,[Fe/H],3.19,0.06,-0.07,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,50.4571000,0.4167750,-0.4167750,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,,,,1,1,,Radial Velocity
7 CMa c,7 CMa,Gaia DR2 2939555954747554176,1,2,0,Radial Velocity,2019,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,996.00000000,1.50000000,-52.40000000,0,13.900,,,0,1.240,,,0,276.51210,19.06980,-19.06980,0,0.87000,0.06000,-0.06000,0,Msin(i)/sin(i),0.080000,0.050000,-0.040000,0,0,,,,,14.900,0.900,-1.100,0,K1III(+M),4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,[Fe/H],3.19,0.06,-0.07,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,50.4571000,0.4167750,-0.4167750,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,,,,1,1,,Radial Velocity
75 Cet b,75 Cet,Gaia DR2 2500064286492779264,2,1,0,Radial Velocity,2012,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,0,691.90000000,3.60000000,-3.60000000,0,13.100,,,0,1.170,,,0,953.49000,,,0,3.00000,,,0,Msini,0.117000,0.048000,-0.048000,0,0,,,,,38.300,2.000,-2.000,0,G3 III,4846.00,18.00,-18.00,0,10.50,1.00,-1.00,0,2.49,0.02,-0.27,0,0.000,0.040,-0.040,0,[Fe/H],2.63,0.05,-0.05,0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613000,0.7236500,-0.7236500,12.0264000,0.1043500,-0.1043500,5.3532000,0.0230000,-0.0230000,3.2070000,0.2720000,-0.2720000,5.0934300,0.0039324,-0.0039324,,,,1,1,,Radial Velocity
8 UMi b,8 UMi,Gaia DR2 1700658653802527104,1,1,0,Radial Velocity,2015,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,0,93.40000000,4.50000000,-4.50000000,0,13.600,,,0,1.220,,,0,416.35730,50.85280,-50.85280,0,1.31000,0.16000,-0.16000,0,Msini,0.060000,0.090000,-0.090000,0,0,,,,,46.100,4.000,-4.000,0,K0,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.030,,,0,[Fe/H],2.57,0.03,-0.03,0,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.5520000,0.6510000,-0.6460000,6.1230400,0.0243553,-0.0243553,6.8329500,0.0230000,-0.0230000,4.5150000,0.0200000,-0.0200000,6.5589600,0.0002370,-0.0002370,,,,1,0,,Radial Velocity
81 Cet b,81 Cet,Gaia DR2 2495420602212048640,1,1,0,Radial Velocity,2008,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,0,952.70000000,8.80000000,-8.80000000,0,12.800,,,0,1.140,,,0,1684.40000,,,0,5.30000,,,0,Msini,0.206000,0.029000,-0.029000,0,0,,,,,62.800,1.500,-1.500,0,G5 III,4785.00,25.00,-25.00,0,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,-0.060,0.030,-0.030,0,[Fe/H],2.35,0.08,-0.08,0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.2600000,1.2220000,-1.2220000,9.8489500,0.1182790,-0.1182790,5.6430700,0.0230000,-0.0230000,3.2660000,0.2580000,-0.2580000,5.3758800,0.0031065,-0.0031065,,,,1,1,,Radial Velocity
AU Mic b,AU Mic,Gaia DR2 6794047652729201024,1,1,0,Transit,2020,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,8.46321000,0.00004000,-0.00004000,0,4.203,0.202,-0.202,0,0.375,0.018,-0.018,0,57.20940,,,1,0.18000,,,1,Msini,0.100000,0.170000,-0.090000,0,0,0.05140,0.00130,-0.00130,0,28.000,,,1,M1VE,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,4.57,0.01,-0.01,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,102.8290000,0.0485613,-0.0485613,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,,,,1,0,,Transit
BD+03 2562 b,BD+03 2562,Gaia DR2 3895649725336884736,1,1,0,Radial Velocity,2017,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,481.90000000,2.70000000,-2.80000000,0,12.700,,,0,1.130,,,0,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,Msini,0.200000,0.120000,-0.080000,0,0,,,,,155.700,1.000,-3.300,0,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.710,0.090,-0.090,0,[Fe/H],1.89,0.10,-0.10,0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.6300000,63.8750000,-63.8750000,0.9034030,0.0545201,-0.0545201,9.5770000,0.0080000,-0.0080000,6.0210000,0.0210000,-0.0210000,8.9977000,0.0002920,-0.0002920,,,,0,0,,Radial Velocity
BD+14 4559 b,BD+14 4559,Gaia DR2 1759623813132980864,1,1,0,Radial Velocity,2009,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,268.94000000,0.99000000,-0.99000000,0,13.800,,,0,1.230,,,0,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,Msini,0.290000,0.030000,-0.030000,0,0,,,,,55.200,2.300,-2.300,0,K2 V,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.170,,,0,[Fe/H],4.26,0.29,-0.29,0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.3520000,0.0846000,-0.0844000,20.2337000,0.0344514,-0.0344514,9.7800000,0.0300000,-0.0300000,7.3360000,0.0230000,-0.0230000,9.3510800,0.0002530,-0.0002530,,,,1,1,,Radial Velocity
BD+15 2375 b,BD+15 2375,Gaia DR2 3924009634910406912,1,1,0,Radial Velocity,2016,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,153.22000000,0.44000000,-0.44000000,0,13.800,,,0,1.230,,,0,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,Msini,0.001000,0.250000,-0.001000,0,0,,,,,38.300,2.300,-1.000,0,G5,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.220,0.080,-0.080,0,[Fe/H],2.61,0.12,-0.12,0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.0450000,45.0380000,-45.0380000,1.2732700,0.0745481,-0.0745481,10.4100000,0.0100000,-0.0100000,7.7180000,0.0170000,-0.0170000,9.9918000,0.0004580,-0.0004580,,,,0,0,,Radial Velocity
BD+15 2940 b,BD+15 2940,Gaia DR2 1193071962699902336,1,1,0,Radial Velocity,2013,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,137.48000000,0.34000000,-0.34000000,0,13.700,,,0,1.230,,,0,352.78000,,,0,1.11000,,,0,Msini,0.260000,0.100000,-0.100000,0,0,,,,,42.700,4.400,-4.400,0,K0,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,0.280,0.070,-0.070,0,[Fe/H],2.80,0.45,-0.45,0,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.4200000,6.4400000,-6.4400000,2.3168900,0.0351442,-0.0351442,9.0100000,0.0300000,-0.0300000,6.5250000,0.0160000,-0.0160000,8.7178000,0.0002910,-0.0002910,,,,1,0,,Radial Velocity
BD+20 2457 b,BD+20 2457,Gaia DR2 625137162857354880,1,2,0,Radial Velocity,2009,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,379.63000000,2.00000000,-2.00000000,0,11.600,,,0,1.030,,,0,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,Msini,0.150000,0.030000,-0.030000,0,0,,,,,322.400,9.600,-9.600,0,K2 II,4198.0,37.0,-37.0,0,60.01,49.815,-49.81,0,6.814,12.23,-12.23,0,-0.895,0.07,-0.07,0,[Fe/H],1.64,0.12,-0.12,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420,,,,0,1,,Radial Velocity
BD+20 2457 c,BD+20 2457,Gaia DR2 625137162857354880,1,2,0,Radial Velocity,2009,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,621.99000000,10.20000000,-10.20000000,0,12.400,,,0,1.100,,,0,3963.17000,,,0,12.47000,,,0,Msini,0.180000,0.060000,-0.060000,0,0,,,,,160.030,7.210,-7.210,0,K2 II,4198.0,37.0,-37.0,0,60.01,49.815,-49.81,0,6.814,12.23,-12.23,0,-0.895,0.07,-0.07,0,[Fe/H],1.64,0.12,-0.12,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420,,,,0,1,,Radial Velocity
BD+20 274 b,BD+20 274,Gaia DR2 96530596864007552,1,1,0,Radial Velocity,2012,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,578.20000000,5.40000000,-5.40000000,0,13.000,,,0,1.160,,,0,1334.88600,,,0,4.20000,,,0,Msini,0.210000,0.060000,-0.060000,0,0,,,,,121.400,6.400,-6.400,0,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,-0.460,0.070,-0.070,0,[Fe/H],1.99,0.05,-0.05,0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.5100000,80.5350000,-80.5350000,0.7226190,0.0452429,-0.0452429,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000,8.9161300,0.0004680,-0.0004680,,,,0,0,,Radial Velocity
BD+20 594 b,BD+20 594,Gaia DR2 58200934326315136,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,41.68550000,0.00300000,-0.00300000,0,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,0.000000,,,0,0,0.02204,0.00058,-0.00057,0,3.100,1.100,-1.100,0,G,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,[Fe/H],4.50,0.08,-0.08,0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000,1.2570000,-1.2400000,5.5436600,0.0384779,-0.0384779,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490,11.040,,,0,0,,Transit
BD+48 738 b,BD+48 738,Gaia DR2 438899345022759424,1,1,0,Radial Velocity,2011,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,392.60000000,5.50000000,-5.50000000,0,13.900,,,0,1.240,,,0,289.22530,,,0,0.91000,,,0,Msini,0.200000,0.100000,-0.100000,0,0,,,,,31.900,2.600,-2.600,0,K0 III,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,-0.200,0.070,-0.070,0,[Fe/H],2.24,0.06,-0.06,0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.4930000,43.8490000,-43.8490000,1.1208600,0.0562642,-0.0562642,9.1390000,0.0040000,-0.0040000,5.9040000,0.0180000,-0.0180000,8.6556900,0.0003650,-0.0003650,,,,0,0,,Radial Velocity
BD+48 740 b,BD+48 740,Gaia DR2 438444868763388800,1,1,0,Radial Velocity,2018,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,Multiple Observatories,Multiple Telescopes,Multiple Instuments,0,733.00000000,5.00000000,-8.00000000,0,13.500,,,0,1.200,,,0,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,Msini,0.760000,0.050000,-0.090000,0,0,,,,,54.000,5.200,-8.000,0,K3 III,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,-0.130,0.060,-0.060,0,[Fe/H],2.48,0.04,-0.04,0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.5890000,21.5335000,-21.5335000,1.4728900,0.0480477,-0.0480477,8.6900000,0.0300000,-0.0300000,5.6450000,0.0170000,-0.0170000,8.2644900,0.0007610,-0.0007610,,,,1,0,,Radial Velocity
BD+49 828 b,BD+49 828,Gaia DR2 439327501725338752,1,1,0,Radial Velocity,2015,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,2590.00000000,300.00000000,-180.00000000,0,13.500,,,0,1.210,,,0,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,Msini,0.350000,0.240000,-0.100000,0,0,,,,,18.800,6.200,-2.000,0,K0,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,-0.190,0.060,-0.060,0,[Fe/H],2.85,0.09,-0.09,0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.0420000,7.6540000,-7.6540000,2.2342000,0.0388609,-0.0388609,9.3810000,0.0050000,-0.0050000,6.5710000,0.0210000,-0.0210000,9.0285100,0.0002350,-0.0002350,,,,0,0,,Radial Velocity
BD-08 2823 b,BD-08 2823,Gaia DR2 3770419611540574080,1,2,0,Radial Velocity,2009,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,5.60000000,0.02000000,-0.02000000,0,3.610,,,0,0.322,,,0,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,Msini,0.150000,0.150000,-0.150000,0,0,,,,,6.500,0.100,-0.100,0,K3 V,4781.0,88.5,-88.5,0,0.715,0.03,-0.03,0,0.62,0.165,-0.165,0,-0.065,0.03,-0.03,0,[Fe/H],4.27,0.24,-0.24,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,24.1641000,0.0397137,-0.0397137,9.8600000,0.0300000,-0.0300000,7.3230000,0.0210000,-0.0210000,9.5033100,0.0004180,-0.0004180,,,,1,1,,Radial Velocity
BD-08 2823 c,BD-08 2823,Gaia DR2 3770419611540574080,1,2,0,Radial Velocity,2009,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,237.60000000,1.50000000,-1.50000000,0,12.500,,,0,1.110,,,0,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,Msini,0.190000,0.090000,-0.090000,0,0,,,,,13.400,1.000,-1.000,0,K3 V,4781.0,88.5,-88.5,0,0.715,0.03,-0.03,0,0.62,0.165,-0.165,0,-0.065,0.03,-0.03,0,[Fe/H],4.27,0.24,-0.24,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,24.1641000,0.0397137,-0.0397137,9.8600000,0.0300000,-0.0300000,7.3230000,0.0210000,-0.0210000,9.5033100,0.0004180,-0.0004180,,,,1,1,,Radial Velocity
BD-10 3166 b,BD-10 3166,Gaia DR2 3758629479636689536,1,1,0,Radial Velocity,2000,<a refstr=BUTLER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...545..504B/abstract target=ref> Butler et al. 2000 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,3.48777000,0.00011000,-0.00011000,0,14.100,,,0,1.260,,,0,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,Msini,0.020000,0.020000,-0.020000,0,0,,,,,60.900,1.400,-1.400,0,K0 V,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,0.380,,,0,[Fe/H],4.69,0.06,-0.06,0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069000,0.3537000,-0.3508000,11.8187000,0.0490732,-0.0490732,10.0130000,0.0070000,-0.0070000,8.1240000,0.0260000,-0.0260000,9.8398100,0.0006070,-0.0006070,,,,0,2,,Radial Velocity
BD-11 4672 b,BD-11 4672,Gaia DR2 4154598526336121600,1,2,0,Radial Velocity,2014,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,1634.00000000,13.00000000,-14.00000000,0,14.100,,,0,1.250,,,0,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,Msini,0.050000,0.050000,-0.030000,0,0,,,,,14.880,1.100,-1.220,0,K7 V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.350,0.150,-0.150,0,[Fe/H],4.64,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,36.7812000,0.0465525,-0.0465525,10.0300000,0.0300000,-0.0300000,6.8670000,0.0240000,-0.0240000,9.4851100,0.0005180,-0.0005180,,,,1,0,,Radial Velocity
BD-11 4672 c,BD-11 4672,Gaia DR2 4154598526336121600,1,2,0,Radial Velocity,2020,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,74.20000000,0.06000000,-0.08000000,0,4.040,,,0,0.360,,,0,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,Msini,0.400000,0.130000,-0.150000,0,0,,,,,3.420,0.700,-0.640,0,K7V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.350,0.150,-0.150,0,[Fe/H],4.64,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,36.7812000,0.0465525,-0.0465525,10.0300000,0.0300000,-0.0300000,6.8670000,0.0240000,-0.0240000,9.4851100,0.0005180,-0.0005180,,,,1,0,,Radial Velocity
BD-13 2130 b,BD-13 2130,Gaia DR2 3030262468592291072,1,1,0,Radial Velocity,2007,<a refstr=LOVIS___MAYOR_2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..657L/abstract target=ref> Lovis & Mayor 2007 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,714.29999000,5.30000000,-5.30000000,0,12.500,,,0,1.110,,,0,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,Msini,0.210000,0.070000,-0.070000,0,0,,,,,137.600,9.100,-9.100,0,G5 IV/V,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,-0.080,,,0,[Fe/H],2.20,0.20,-0.20,0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000,41.2110000,-41.2110000,1.0540200,0.0476910,-0.0476910,10.0380000,0.0090000,-0.0090000,7.1510000,0.0230000,-0.0230000,9.6997100,0.0003370,-0.0003370,,,,0,2,,Radial Velocity
CI Tau b,CI Tau,Gaia DR2 145203159127518336,1,1,0,Radial Velocity,2019,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,Multiple Observatories,Multiple Telescopes,IGRINS Spectrometer,0,8.98910000,0.02020000,-0.02020000,0,12.400,,,0,1.110,,,0,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,Mass,0.250000,0.160000,-0.160000,0,0,,,,,950.000,207.000,-207.000,0,K7,3807.00,131.00,-131.00,0,1.88,0.09,-0.42,0,0.90,0.02,-0.02,0,,,,,,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,1.1980000,-1.1800000,6.3007900,0.0472683,-0.0472683,13.6420000,0.1720000,-0.1720000,7.7930000,0.0200000,-0.0200000,12.1454000,0.0118660,-0.0118660,12.126,,,0,0,,Radial Velocity
