pl_name,hostname,gaia_id,sy_snum,sy_pnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_facility,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,st_nphot,st_nrvc,st_refname,system_type
Kepler-1082 b,Kepler-1082,Gaia DR2 2133127363335546112,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,1.54320660,0.00000454,-0.00000454,0,1.26,0.05,-0.130,0,0.112,0.004,-0.012,0,1.46000,,,0,0.00459,,,0,M-R relationship,0.000000,,,0,0,0.00878,0.00029,-0.00018,0,,,,,,6146.8,-115.6,-64.28,0,1.321,-0.03,-0.13,0,1.111,-0.07,-0.06,0,-0.115,-0.16,-0.125,0,[Fe/H],4.23,-0.0,-0.10,0,19h17m26.08s,289.3586737,+50d35m54.42s,50.5984489,739.5570000,7.8000000,-7.6410000,1.3233200,0.0140089,-0.0140089,13.4440000,0.0690000,-0.0690000,11.9700000,0.0210000,-0.0210000,13.3417000,0.0002230,-0.0002230,13.380,,,0,0,B,Transit
Kepler-1083 b,Kepler-1083,Gaia DR2 2106904698207543936,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,33.41779930,0.00018540,-0.00018540,0,3.26,0.64,-0.630,0,0.291,0.057,-0.056,0,11.20000,,,0,0.03540,,,0,M-R relationship,0.000000,,,0,0,0.03952,0.00059,-0.00719,0,,,,,,4926.3,-79.2,-46.43,0,0.774,-0.025,-0.04,0,0.783,-0.04,-0.04,0,0.015,-0.12,-0.166,0,[Fe/H],4.55,-0.0,-0.05,0,18h52m38.85s,283.1618831,+45d11m54.01s,45.1983360,902.6330000,24.9990000,-23.7090000,1.0796100,0.0296496,-0.0296496,16.1030000,0.0350000,-0.0350000,13.8150000,0.0580000,-0.0580000,15.8498000,0.0005160,-0.0005160,15.824,,,0,0,B,Transit
Kepler-1084 b,Kepler-1084,Gaia DR2 2129464546506876928,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.05333679,0.00000413,-0.00000413,0,1.110,0.230,-0.150,0,0.099,0.021,-0.013,0,1.41000,,,0,0.00444,,,0,M-R relationship,0.000000,,,0,0,0.00760,0.00016,-0.00017,0,,,,,,6043.1,-112.6,-75.56,0,1.223,-0.028,-0.17,0,1.074,-0.07,-0.06,0,-0.071,-0.13,-0.108,0,[Fe/H],4.29,-0.0,-0.13,0,19h20m24.48s,290.1019809,+48d15m04.13s,48.2511460,405.5330000,5.6210000,-5.4720000,2.4375800,0.0334669,-0.0334669,12.0150000,0.0340000,-0.0340000,10.8360000,0.0180000,-0.0180000,12.1577000,0.0002200,-0.0002200,12.217,,,0,0,B,Transit
Kepler-1085 b,Kepler-1085,Gaia DR2 2130321925058256384,1,2,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,219.32175280,0.00089460,-0.00089460,0,7.220,1.770,-0.740,0,0.644,0.158,-0.066,0,41.20000,,,0,0.13000,,,0,M-R relationship,0.000000,,,0,0,0.05815,0.00033,-0.00123,0,,,,,,5977.6,-102.5,-105.95,0,1.023,-0.038,-0.11,0,1.033,-0.06,-0.06,0,-0.079,-0.15,-0.244,0,[Fe/H],4.42,-0.0,-0.18,0,19h09m54.63s,287.4776359,+46d08m28.21s,46.1411685,1364.5300000,45.2400000,-42.4700000,0.7041260,0.0233721,-0.0233721,15.2730000,0.1150000,-0.1150000,13.8910000,0.0460000,-0.0460000,15.2469000,0.0003780,-0.0003780,15.273,,,0,0,B,Transit
Kepler-1085 c,Kepler-1085,Gaia DR2 2130321925058256384,1,2,0,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,56.77710000,,,0,3.268,,,0,0.292,,,0,10.70000,,,0,0.03370,,,0,M-R relationship,0.000000,,,0,0,0.02826,0.00064,-0.00094,0,,,,,,5977.6,-102.5,-105.95,0,1.023,-0.038,-0.11,0,1.033,-0.06,-0.06,0,-0.079,-0.15,-0.244,0,[Fe/H],4.42,-0.0,-0.18,0,19h09m54.63s,287.4776359,+46d08m28.21s,46.1411685,1364.5300000,45.2400000,-42.4700000,0.7041260,0.0233721,-0.0233721,15.2730000,0.1150000,-0.1150000,13.8910000,0.0460000,-0.0460000,15.2469000,0.0003780,-0.0003780,15.273,,,0,0,B,Transit
Kepler-1086 b,Kepler-1086,Gaia DR2 2080018374737161984,2,2,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,18.78425728,0.00005283,-0.00005283,0,2.440,0.350,-0.280,0,0.218,0.031,-0.025,0,6.53000,,,0,0.02050,,,0,M-R relationship,0.000000,,,0,0,0.03402,0.00480,-0.00384,0,,,,,,4332.2,-69.1,-34.14,0,0.657,-0.014,-0.02,0,0.67,-0.02,-0.03,0,0.032,-0.10,-0.129,0,[Fe/H],4.62,-0.0,-0.02,0,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.0840000,7.1780000,-7.1780000,2.1173600,0.0327842,-0.0327842,16.0020000,0.0690000,-0.0690000,12.9410000,0.0280000,-0.0280000,15.5551000,0.0006430,-0.0006430,15.561,,,0,0,B,Transit
Kepler-1086 c,Kepler-1086,Gaia DR2 2080018374737161984,2,2,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,161.51633450,0.00086290,-0.00086290,0,2.940,0.110,-0.130,0,0.262,0.010,-0.012,0,8.96000,,,0,0.02820,,,0,M-R relationship,0.000000,,,0,0,0.04097,0.00124,-0.00143,0,,,,,,4332.2,-69.1,-34.14,0,0.657,-0.014,-0.02,0,0.67,-0.02,-0.03,0,0.032,-0.10,-0.129,0,[Fe/H],4.62,-0.0,-0.02,0,19h41m00.28s,295.2511870,+45d50m34.63s,45.8429537,466.0840000,7.1780000,-7.1780000,2.1173600,0.0327842,-0.0327842,16.0020000,0.0690000,-0.0690000,12.9410000,0.0280000,-0.0280000,15.5551000,0.0006430,-0.0006430,15.561,,,0,0,B,Transit
Kepler-1087 b,Kepler-1087,Gaia DR2 2080070975195117312,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0.69384285,0.00000159,-0.00000159,0,0.68,0.02,-0.050,0,0.061,0.002,-0.004,0,0.16500,,,0,0.00052,,,0,M-R relationship,0.000000,,,0,0,0.00646,0.00022,-0.00023,0,,,,,,5530.5,-81.8,-191.41,0,0.973,-0.018,-0.07,0,1.03,-0.05,-0.06,0,0.315,-0.12,-0.255,0,[Fe/H],4.47,-0.0,-0.20,0,19h39m54.94s,294.9789253,+46d00m20.43s,46.0056741,362.6230000,3.5080000,-3.4430000,2.7291100,0.0262319,-0.0262319,12.9730000,0.0570000,-0.0570000,11.2130000,0.0180000,-0.0180000,12.9007000,0.0002260,-0.0002260,12.953,,,0,0,B,Transit
Kepler-1088 b,Kepler-1088,Gaia DR2 2104727081069413376,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,23.12748644,0.00008919,-0.00008919,0,1.36,0.11,-0.100,0,0.121,0.01,-0.009,0,2.60000,,,0,0.00819,,,0,M-R relationship,0.000000,,,0,0,0.01180,0.00019,-0.00043,0,,,,,,6134.5,-99.5,-58.16,0,1.004,-0.016,-0.06,0,1.054,-0.03,-0.03,0,-0.164,-0.11,-0.082,0,[Fe/H],4.45,-0.0,-0.06,0,18h46m14.75s,281.5614578,+42d27m01.47s,42.4504087,280.6290000,1.5750000,-1.5580000,3.5346100,0.0197419,-0.0197419,11.4720000,0.0130000,-0.0130000,10.4760000,0.0110000,-0.0110000,11.7780000,0.0001880,-0.0001880,11.863,,,0,0,B,Transit
Kepler-1089 b,Kepler-1089,Gaia DR2 2129928884010551936,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,5.13248562,0.00000948,-0.00000948,0,1.64,0.06,-0.340,0,0.146,0.005,-0.030,0,4.01000,,,0,0.01260,,,0,M-R relationship,0.000000,,,0,0,0.03400,0.00041,-0.00599,0,,,,,,3738.1,-62.9,-32.55,0,0.56,-0.015,-0.03,0,0.547,-0.01,-0.03,0,0.338,-0.11,-0.084,0,[Fe/H],4.67,-0.0,-0.02,0,19h24m22.24s,291.0926509,+49d11m24.62s,49.1901729,259.3280000,2.5380000,-2.4900000,3.8277200,0.0370974,-0.0370974,16.2330000,0.3890000,-0.3890000,12.3860000,0.0280000,-0.0280000,15.5982000,0.0005870,-0.0005870,15.535,,,0,0,B,Transit
Kepler-109 b,Kepler-109,Gaia DR2 2101175933393051008,1,2,0,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,6.48163000,,,0,2.370,0.070,-0.070,0,0.211,0.006,-0.006,0,7.30000,,,1,0.02297,,,1,Mass,0.210000,0.090000,-0.210000,0,0,0.01651,0.00048,-0.00048,0,,,,,,6201.9,-115.5,-75.00,0,1.316,-0.03,-0.04,0,1.172,-0.07,-0.06,0,-0.033,-0.14,-0.100,0,[Fe/H],4.26,-0.0,-0.04,0,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,474.8610000,5.3490000,-5.2330000,2.0772800,0.0232852,-0.0232852,12.3980000,0.0570000,-0.0570000,11.0010000,0.0170000,-0.0170000,12.2955000,0.0001370,-0.0001370,12.365,,,0,0,B,Transit
Kepler-109 c,Kepler-109,Gaia DR2 2101175933393051008,1,2,0,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,21.22270000,,,0,2.520,0.070,-0.070,0,0.225,0.006,-0.006,0,21.80000,,,1,0.06859,,,1,Mass,0.030000,0.190000,-0.030000,0,0,0.01755,0.00048,-0.00048,0,,,,,,6201.9,-115.5,-75.00,0,1.316,-0.03,-0.04,0,1.172,-0.07,-0.06,0,-0.033,-0.14,-0.100,0,[Fe/H],4.26,-0.0,-0.04,0,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,474.8610000,5.3490000,-5.2330000,2.0772800,0.0232852,-0.0232852,12.3980000,0.0570000,-0.0570000,11.0010000,0.0170000,-0.0170000,12.2955000,0.0001370,-0.0001370,12.365,,,0,0,B,Transit
Kepler-1090 b,Kepler-1090,Gaia DR2 2079650828617180288,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,198.68017900,0.00217600,-0.00217600,0,2.250,0.210,-0.170,0,0.201,0.019,-0.015,0,5.69000,,,0,0.01790,,,0,M-R relationship,0.000000,,,0,0,0.02538,0.00092,-0.00115,0,,,,,,5393.6,-101.9,-145.36,0,0.992,-0.035,-0.05,0,0.878,-0.05,-0.05,0,0.056,-0.14,-0.165,0,[Fe/H],4.38,-0.0,-0.07,0,19h42m39.10s,295.6629002,+44d31m32.97s,44.5258237,858.7700000,28.3600000,-26.6320000,1.1371100,0.0369549,-0.0369549,15.3100000,0.1030000,-0.1030000,13.0700000,0.0250000,-0.0250000,14.9963000,0.0004230,-0.0004230,15.001,,,0,0,B,Transit
Kepler-1091 b,Kepler-1091,Gaia DR2 2075987599477644672,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,1.43474156,0.00000327,-0.00000327,0,1.44,0.06,-0.190,0,0.128,0.005,-0.017,0,2.73000,,,0,0.00859,,,0,M-R relationship,0.000000,,,0,0,0.01330,0.00051,-0.00028,0,,,,,,5922.6,-105.6,-232.40,0,1.025,-0.028,-0.13,0,1.044,-0.05,-0.08,0,-0.006,-0.12,-0.179,0,[Fe/H],4.43,-0.0,-0.16,0,19h59m08.51s,299.7854426,+43d40m14.60s,43.6707235,914.2990000,19.2360000,-18.4710000,1.0654200,0.0223721,-0.0223721,14.8740000,0.0920000,-0.0920000,13.0590000,0.0340000,-0.0340000,14.7151000,0.0002910,-0.0002910,14.691,,,0,0,B,Transit
Kepler-1092 b,Kepler-1092,Gaia DR2 2086320878467532032,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,58.60179250,0.00060060,-0.00060060,0,2.19,0.12,-0.240,0,0.195,0.011,-0.021,0,4.94000,,,0,0.01550,,,0,M-R relationship,0.000000,,,0,0,0.01934,0.00063,-0.00094,0,,,,,,5916.3,-117.8,-156.05,0,1.079,-0.031,-0.10,0,0.916,-0.06,-0.07,0,-0.303,-0.14,-0.195,0,[Fe/H],4.33,-0.0,-0.13,0,19h50m53.57s,297.7232008,+47d06m45.66s,47.1126833,981.2330000,17.7585000,-17.7585000,0.9905590,0.0182999,-0.0182999,14.6590000,0.0920000,-0.0920000,13.0760000,0.0310000,-0.0310000,14.6163000,0.0002610,-0.0002610,14.649,,,0,0,B,Transit
Kepler-1093 b,Kepler-1093,Gaia DR2 2104037962156847744,1,2,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,25.08246260,0.00012110,-0.00012110,0,1.950,0.620,-0.250,0,0.174,0.055,-0.022,0,4.46000,,,0,0.01400,,,0,M-R relationship,0.000000,,,0,0,0.01476,0.00053,-0.00030,0,,,,,,6166.00,147.64,-138.45,0,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,-0.010,0.132,-0.203,0,[Fe/H],4.33,0.10,-0.20,0,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.8800000,21.0850000,-21.0850000,0.9033400,0.0181780,-0.0181780,13.7810000,0.0800000,-0.0800000,12.4840000,0.0310000,-0.0310000,13.8084000,0.0002360,-0.0002360,13.838,,,0,0,,Transit
Kepler-1093 c,Kepler-1093,Gaia DR2 2104037962156847744,1,2,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,89.72229200,0.00108000,-0.00108000,0,1.960,0.720,-0.270,0,0.175,0.064,-0.024,0,4.50000,,,0,0.01420,,,0,M-R relationship,0.000000,,,0,0,0.01507,0.00347,-0.00052,0,,,,,,6166.00,147.64,-138.45,0,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,-0.010,0.132,-0.203,0,[Fe/H],4.33,0.10,-0.20,0,18h59m54.73s,284.9780251,+41d25m12.75s,41.4202077,1072.8800000,21.0850000,-21.0850000,0.9033400,0.0181780,-0.0181780,13.7810000,0.0800000,-0.0800000,12.4840000,0.0310000,-0.0310000,13.8084000,0.0002360,-0.0002360,13.838,,,0,0,,Transit
Kepler-1094 b,Kepler-1094,Gaia DR2 2051937019565051520,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,78.10002310,0.00063880,-0.00063880,0,2.95,0.22,-0.460,0,0.263,0.02,-0.041,0,10.20000,,,0,0.03220,,,0,M-R relationship,0.000000,,,0,0,0.02444,0.00063,-0.00094,0,,,,,,6039.0,-111.8,-187.65,0,1.123,-0.051,-0.17,0,1.071,-0.06,-0.09,0,-0.045,-0.14,-0.148,0,[Fe/H],4.36,-0.0,-0.23,0,19h29m12.29s,292.3012109,+38d16m01.19s,38.2669983,1291.0100000,55.4000000,-55.4000000,0.7472340,0.0329257,-0.0329257,15.3180000,0.0460000,-0.0460000,13.5420000,0.0480000,-0.0480000,14.9607000,0.0004010,-0.0004010,14.999,,,0,0,B,Transit
Kepler-1095 b,Kepler-1095,Gaia DR2 2077580345142027136,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,4.27103091,0.00001480,-0.00001480,0,1.210,0.200,-0.120,0,0.108,0.018,-0.011,0,1.92000,,,0,0.00606,,,0,M-R relationship,0.000000,,,0,0,0.01249,0.00063,-0.00023,0,,,,,,5658.00,206.29,-136.10,0,0.92,0.14,-0.09,0,0.94,0.07,-0.07,0,-0.090,0.158,-0.195,0,[Fe/H],4.48,0.06,-0.12,0,19h33m02.98s,293.2624215,+41d21m54.06s,41.3650155,792.5220000,11.7885000,-11.7885000,1.2331900,0.0186234,-0.0186234,14.5970000,0.1490000,-0.1490000,12.8990000,0.0380000,-0.0380000,14.5261000,0.0002930,-0.0002930,14.553,,,0,0,,Transit
Kepler-1096 b,Kepler-1096,Gaia DR2 2080058266393766656,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.89221751,0.00000600,-0.00000600,0,1.44,0.19,-0.080,0,0.128,0.017,-0.007,0,2.07000,,,0,0.00651,,,0,M-R relationship,0.000000,,,0,0,0.01796,0.00526,-0.00084,0,,,,,,4405.8,-72.5,-39.79,0,0.675,-0.012,-0.03,0,0.678,-0.02,-0.03,0,0.02,-0.09,-0.098,0,[Fe/H],4.60,-0.0,-0.02,0,19h38m50.27s,294.7094688,+45d58m10.39s,45.9695533,377.9760000,4.1455000,-4.1455000,2.6172000,0.0287967,-0.0287967,15.4380000,0.1140000,-0.1140000,12.3840000,0.0230000,-0.0230000,15.0615000,0.0003980,-0.0003980,15.068,,,0,0,B,Transit
Kepler-1097 b,Kepler-1097,Gaia DR2 2104822188824798848,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,187.74702900,0.00189400,-0.00189400,0,3.11,0.12,-0.260,0,0.277,0.011,-0.023,0,10.70000,,,0,0.03360,,,0,M-R relationship,0.000000,,,0,1,0.03792,0.00189,-0.00167,0,,,,,,5099.1,-86.9,-86.77,0,0.793,-0.02,-0.05,0,0.812,-0.05,-0.06,0,-0.036,-0.12,-0.176,0,[Fe/H],4.54,-0.0,-0.06,0,18h46m22.59s,281.5941261,+42d35m47.02s,42.5963949,719.8020000,12.8380000,-12.4040000,1.3607700,0.0241690,-0.0241690,15.6520000,0.0230000,-0.0230000,13.2520000,0.0310000,-0.0310000,15.2071000,0.0004520,-0.0004520,15.206,,,0,0,B,Transit
Kepler-1098 b,Kepler-1098,Gaia DR2 2078019187720711424,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.54307286,0.00000959,-0.00000959,0,1.300,0.240,-0.140,0,0.116,0.021,-0.012,0,2.24000,,,0,0.00705,,,0,M-R relationship,0.000000,,,0,0,0.01174,0.00052,-0.00028,0,,,,,,5892.8,-123.3,-216.42,0,1.167,-0.035,-0.11,0,1.07,-0.07,-0.07,0,0.087,-0.15,-0.173,0,[Fe/H],4.32,-0.0,-0.13,0,19h42m00.64s,295.5026730,+43d13m57.72s,43.2326992,1049.1900000,22.3600000,-21.4600000,0.9246650,0.0197433,-0.0197433,14.8860000,0.0920000,-0.0920000,13.0700000,0.0330000,-0.0330000,14.7332000,0.0002690,-0.0002690,14.736,,,0,0,B,Transit
Kepler-1099 b,Kepler-1099,Gaia DR2 2130969503047357952,1,1,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,2.16845259,0.00000280,-0.00000280,0,1.89,0.08,-0.510,0,0.169,0.007,-0.045,0,8.40000,,,0,0.02640,,,0,M-R relationship,0.000000,,,0,0,0.02567,0.00104,-0.00425,0,,,,,,5710.4,-93.3,-82.61,0,0.869,-0.028,-0.08,0,0.917,-0.05,-0.06,0,-0.181,-0.15,-0.177,0,[Fe/H],4.52,-0.0,-0.12,0,19h14m60.00s,288.7499866,+48d16m37.62s,48.2771163,1022.8000000,26.5400000,-25.2500000,0.9491770,0.0245575,-0.0245575,15.1370000,0.0920000,-0.0920000,13.6970000,0.0460000,-0.0460000,15.1336000,0.0003790,-0.0003790,15.141,,,0,0,B,Transit
Kepler-11 b,Kepler-11,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,10.30390000,0.00060000,-0.00100000,0,1.800,0.030,-0.050,0,0.161,0.003,-0.004,0,1.90000,1.40000,-1.00000,0,0.00600,0.00400,-0.00300,0,Mass,0.045000,0.068000,-0.042000,0,1,0.01563,0.00018,-0.00023,0,,,,,,5969.1,-105.9,-66.00,0,1.071,-0.021,-0.02,0,1.068,-0.06,-0.03,0,0.014,-0.13,-0.094,0,[Fe/H],4.40,-0.0,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,1.5184100,0.0151448,-0.0151448,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,13.709,,,0,0,B,Transit
Kepler-11 c,Kepler-11,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,13.02410000,0.00130000,-0.00080000,0,2.870,0.050,-0.060,0,0.256,0.004,-0.005,0,2.90000,2.90000,-1.60000,0,0.00900,0.00900,-0.00500,0,Mass,0.026000,0.063000,-0.013000,0,1,0.02496,0.00015,-0.00019,0,,,,,,5969.1,-105.9,-66.00,0,1.071,-0.021,-0.02,0,1.068,-0.06,-0.03,0,0.014,-0.13,-0.094,0,[Fe/H],4.40,-0.0,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,1.5184100,0.0151448,-0.0151448,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,13.709,,,0,0,B,Transit
Kepler-11 d,Kepler-11,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,22.68450000,0.00090000,-0.00090000,0,3.120,0.060,-0.070,0,0.278,0.005,-0.006,0,7.30000,0.80000,-1.50000,0,0.02300,0.00300,-0.00500,0,Mass,0.004000,0.007000,-0.002000,0,1,0.02714,0.00018,-0.00019,0,,,,,,5969.1,-105.9,-66.00,0,1.071,-0.021,-0.02,0,1.068,-0.06,-0.03,0,0.014,-0.13,-0.094,0,[Fe/H],4.40,-0.0,-0.02,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,1.5184100,0.0151448,-0.0151448,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,13.709,,,0,0,B,Transit
